,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
3982,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,16.3,16.3,1506.0,,,,,Data not reported,,"(38.843840757000464, -106.13361092099967)",8,Income,Data not reported
3983,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,19.9,19.9,10061.0,,,,,,Non-Hispanic White,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Non-Hispanic White
3984,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,30.5,30.5,282.0,,,,,,Non-Hispanic Black,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Non-Hispanic Black
3985,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Hawaiian/Pacific Islander
3986,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,37.6,37.6,106.0,,,,,,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,American Indian/Alaska Native
3987,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,18.2,18.2,171.0,,,,,,2 or more races,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,2 or more races
3988,2014,CO,Colorado,Percent of adults aged 18 years and older who have obesity,19.4,19.4,56.0,,,,,,Other,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Other
3989,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,36.1,36.1,12567.0,Total,,,,,,"(38.843840757000464, -106.13361092099967)",8,Total,Total
3990,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,43.2,43.2,5700.0,,,,Male,,,"(38.843840757000464, -106.13361092099967)",8,Gender,Male
3991,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,28.5,28.5,6867.0,,,,Female,,,"(38.843840757000464, -106.13361092099967)",8,Gender,Female
3992,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,38.1,38.1,674.0,,,Less than high school,,,,"(38.843840757000464, -106.13361092099967)",8,Education,Less than high school
3993,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,2923.0,,,High school graduate,,,,"(38.843840757000464, -106.13361092099967)",8,Education,High school graduate
3994,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,3410.0,,,Some college or technical school,,,,"(38.843840757000464, -106.13361092099967)",8,Education,Some college or technical school
3995,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,37.2,37.2,5535.0,,,College graduate,,,,"(38.843840757000464, -106.13361092099967)",8,Education,College graduate
3996,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,23.3,23.3,611.0,,18 - 24,,,,,"(38.843840757000464, -106.13361092099967)",8,Age (years),18 - 24
3997,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,1142.0,,25 - 34,,,,,"(38.843840757000464, -106.13361092099967)",8,Age (years),25 - 34
3998,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,1661.0,,35 - 44,,,,,"(38.843840757000464, -106.13361092099967)",8,Age (years),35 - 44
3999,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,39.9,39.9,2134.0,,45 - 54,,,,,"(38.843840757000464, -106.13361092099967)",8,Age (years),45 - 54
4000,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,37.7,37.7,2927.0,,55 - 64,,,,,"(38.843840757000464, -106.13361092099967)",8,Age (years),55 - 64
4001,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,39.3,39.3,4092.0,,65 or older,,,,,"(38.843840757000464, -106.13361092099967)",8,Age (years),65 or older
4002,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,31.3,31.3,853.0,,,,,"Less than $15,000",,"(38.843840757000464, -106.13361092099967)",8,Income,"Less than $15,000"
4003,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,32.5,32.5,1544.0,,,,,"$15,000 - $24,999",,"(38.843840757000464, -106.13361092099967)",8,Income,"$15,000 - $24,999"
4004,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,1070.0,,,,,"$25,000 - $34,999",,"(38.843840757000464, -106.13361092099967)",8,Income,"$25,000 - $34,999"
4005,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,1605.0,,,,,"$35,000 - $49,999",,"(38.843840757000464, -106.13361092099967)",8,Income,"$35,000 - $49,999"
4006,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,39.7,39.7,1923.0,,,,,"$50,000 - $74,999",,"(38.843840757000464, -106.13361092099967)",8,Income,"$50,000 - $74,999"
4007,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,38.3,38.3,4066.0,,,,,"$75,000 or greater",,"(38.843840757000464, -106.13361092099967)",8,Income,"$75,000 or greater"
4008,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,32.3,32.3,1506.0,,,,,Data not reported,,"(38.843840757000464, -106.13361092099967)",8,Income,Data not reported
4009,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,10061.0,,,,,,Non-Hispanic White,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Non-Hispanic White
4010,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,282.0,,,,,,Non-Hispanic Black,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Non-Hispanic Black
4011,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,38.8,38.8,1406.0,,,,,,Hispanic,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Hispanic
4012,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,29.0,29.0,172.0,,,,,,Asian,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Asian
4013,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Hawaiian/Pacific Islander
4014,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,26.5,26.5,106.0,,,,,,American Indian/Alaska Native,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,American Indian/Alaska Native
4015,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,26.1,26.1,171.0,,,,,,2 or more races,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,2 or more races
4016,2014,CO,Colorado,Percent of adults aged 18 years and older who have an overweight classification,53.9,53.9,56.0,,,,,,Other,"(38.843840757000464, -106.13361092099967)",8,Race/Ethnicity,Other
4448,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,26.5,26.5,3266.0,,,,Male,,,"(41.56266102000046, -72.64984095199964)",9,Gender,Male
4634,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,26.3,26.3,7237.0,Total,,,,,,"(41.56266102000046, -72.64984095199964)",9,Total,Total
4635,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,26.0,26.0,3971.0,,,,Female,,,"(41.56266102000046, -72.64984095199964)",9,Gender,Female
4636,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,30.7,30.7,463.0,,,Less than high school,,,,"(41.56266102000046, -72.64984095199964)",9,Education,Less than high school
4637,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,29.2,29.2,1670.0,,,High school graduate,,,,"(41.56266102000046, -72.64984095199964)",9,Education,High school graduate
4638,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,28.7,28.7,1593.0,,,Some college or technical school,,,,"(41.56266102000046, -72.64984095199964)",9,Education,Some college or technical school
4639,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,20.1,20.1,3495.0,,,College graduate,,,,"(41.56266102000046, -72.64984095199964)",9,Education,College graduate
4640,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,11.4,11.4,322.0,,18 - 24,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),18 - 24
4641,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,25.0,25.0,570.0,,25 - 34,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),25 - 34
4642,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,26.8,26.8,815.0,,35 - 44,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),35 - 44
4643,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,30.8,30.8,1382.0,,45 - 54,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),45 - 54
4644,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,31.7,31.7,1680.0,,55 - 64,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),55 - 64
4645,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,27.2,27.2,2468.0,,65 or older,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),65 or older
4646,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,34.0,34.0,505.0,,,,,"Less than $15,000",,"(41.56266102000046, -72.64984095199964)",9,Income,"Less than $15,000"
4647,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,30.9,30.9,791.0,,,,,"$15,000 - $24,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$15,000 - $24,999"
4648,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,27.7,27.7,533.0,,,,,"$25,000 - $34,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$25,000 - $34,999"
4649,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,27.6,27.6,720.0,,,,,"$35,000 - $49,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$35,000 - $49,999"
4650,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,30.1,30.1,969.0,,,,,"$50,000 - $74,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$50,000 - $74,999"
4651,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,23.9,23.9,2666.0,,,,,"$75,000 or greater",,"(41.56266102000046, -72.64984095199964)",9,Income,"$75,000 or greater"
4652,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,19.7,19.7,1053.0,,,,,Data not reported,,"(41.56266102000046, -72.64984095199964)",9,Income,Data not reported
4653,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,25.1,25.1,5717.0,,,,,,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Non-Hispanic White
4654,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,37.3,37.3,521.0,,,,,,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Non-Hispanic Black
4655,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,27.5,27.5,563.0,,,,,,Hispanic,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Hispanic
4656,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,13.1,13.1,144.0,,,,,,Asian,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Asian
4657,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Hawaiian/Pacific Islander
4658,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,,,,,,,,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,American Indian/Alaska Native
4659,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,38.6,38.6,70.0,,,,,,2 or more races,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,2 or more races
4660,2014,CT,Connecticut,Percent of adults aged 18 years and older who have obesity,21.8,21.8,59.0,,,,,,Other,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Other
4661,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,34.1,34.1,7237.0,Total,,,,,,"(41.56266102000046, -72.64984095199964)",9,Total,Total
4662,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,40.2,40.2,3266.0,,,,Male,,,"(41.56266102000046, -72.64984095199964)",9,Gender,Male
4663,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,28.1,28.1,3971.0,,,,Female,,,"(41.56266102000046, -72.64984095199964)",9,Gender,Female
4664,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,39.1,39.1,463.0,,,Less than high school,,,,"(41.56266102000046, -72.64984095199964)",9,Education,Less than high school
4665,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,32.2,32.2,1670.0,,,High school graduate,,,,"(41.56266102000046, -72.64984095199964)",9,Education,High school graduate
4666,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,33.0,33.0,1593.0,,,Some college or technical school,,,,"(41.56266102000046, -72.64984095199964)",9,Education,Some college or technical school
4667,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,3495.0,,,College graduate,,,,"(41.56266102000046, -72.64984095199964)",9,Education,College graduate
4668,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,19.9,19.9,322.0,,18 - 24,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),18 - 24
4669,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,33.0,33.0,570.0,,25 - 34,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),25 - 34
4670,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,34.2,34.2,815.0,,35 - 44,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),35 - 44
4671,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,38.5,38.5,1382.0,,45 - 54,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),45 - 54
4672,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,36.6,36.6,1680.0,,55 - 64,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),55 - 64
4673,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,37.5,37.5,2468.0,,65 or older,,,,,"(41.56266102000046, -72.64984095199964)",9,Age (years),65 or older
4674,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,505.0,,,,,"Less than $15,000",,"(41.56266102000046, -72.64984095199964)",9,Income,"Less than $15,000"
4675,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,35.8,35.8,791.0,,,,,"$15,000 - $24,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$15,000 - $24,999"
4676,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,533.0,,,,,"$25,000 - $34,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$25,000 - $34,999"
4677,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,38.6,38.6,720.0,,,,,"$35,000 - $49,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$35,000 - $49,999"
4678,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,36.9,36.9,969.0,,,,,"$50,000 - $74,999",,"(41.56266102000046, -72.64984095199964)",9,Income,"$50,000 - $74,999"
4679,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,35.2,35.2,2666.0,,,,,"$75,000 or greater",,"(41.56266102000046, -72.64984095199964)",9,Income,"$75,000 or greater"
4680,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,25.2,25.2,1053.0,,,,,Data not reported,,"(41.56266102000046, -72.64984095199964)",9,Income,Data not reported
4681,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,5717.0,,,,,,Non-Hispanic White,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Non-Hispanic White
4682,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,33.7,33.7,521.0,,,,,,Non-Hispanic Black,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Non-Hispanic Black
4683,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,38.5,38.5,563.0,,,,,,Hispanic,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Hispanic
4684,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,29.1,29.1,144.0,,,,,,Asian,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Asian
4685,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Hawaiian/Pacific Islander
4686,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,American Indian/Alaska Native,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,American Indian/Alaska Native
4687,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,15.1,15.1,70.0,,,,,,2 or more races,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,2 or more races
4688,2014,CT,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,45.3,45.3,59.0,,,,,,Other,"(41.56266102000046, -72.64984095199964)",9,Race/Ethnicity,Other
5134,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,29.4,29.4,1684.0,,,,Male,,,"(39.008830667000495, -75.57774116799965)",10,Gender,Male
5156,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,17.4,17.4,168.0,,18 - 24,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),18 - 24
5303,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,30.7,30.7,3983.0,Total,,,,,,"(39.008830667000495, -75.57774116799965)",10,Total,Total
5304,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,31.9,31.9,2299.0,,,,Female,,,"(39.008830667000495, -75.57774116799965)",10,Gender,Female
5305,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,30.8,30.8,354.0,,,Less than high school,,,,"(39.008830667000495, -75.57774116799965)",10,Education,Less than high school
5306,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,32.7,32.7,1208.0,,,High school graduate,,,,"(39.008830667000495, -75.57774116799965)",10,Education,High school graduate
5307,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,33.0,33.0,972.0,,,Some college or technical school,,,,"(39.008830667000495, -75.57774116799965)",10,Education,Some college or technical school
5308,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,25.2,25.2,1442.0,,,College graduate,,,,"(39.008830667000495, -75.57774116799965)",10,Education,College graduate
5309,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,25.9,25.9,315.0,,25 - 34,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),25 - 34
5310,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,34.5,34.5,391.0,,35 - 44,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),35 - 44
5311,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,36.4,36.4,685.0,,45 - 54,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),45 - 54
5312,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,35.9,35.9,946.0,,55 - 64,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),55 - 64
5313,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,30.5,30.5,1478.0,,65 or older,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),65 or older
5314,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,35.5,35.5,323.0,,,,,"Less than $15,000",,"(39.008830667000495, -75.57774116799965)",10,Income,"Less than $15,000"
5315,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,33.8,33.8,624.0,,,,,"$15,000 - $24,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$15,000 - $24,999"
5316,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,31.5,31.5,348.0,,,,,"$25,000 - $34,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$25,000 - $34,999"
5317,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,34.6,34.6,492.0,,,,,"$35,000 - $49,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$35,000 - $49,999"
5318,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,36.6,36.6,539.0,,,,,"$50,000 - $74,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
5319,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,24.9,24.9,1052.0,,,,,"$75,000 or greater",,"(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
5320,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,27.7,27.7,605.0,,,,,Data not reported,,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
5322,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,29.6,29.6,2740.0,,,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Non-Hispanic White
5323,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,37.7,37.7,565.0,,,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Non-Hispanic Black
5324,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,31.3,31.3,200.0,,,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Hispanic
5325,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,10.7,10.7,55.0,,,,,,Asian,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Asian
5326,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Hawaiian/Pacific Islander
5327,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,,,,,,,,,American Indian/Alaska Native,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,American Indian/Alaska Native
5328,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,27.5,27.5,307.0,,,,,,2 or more races,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,2 or more races
5329,2014,DE,Delaware,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Other
5330,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,36.8,36.8,3983.0,Total,,,,,,"(39.008830667000495, -75.57774116799965)",10,Total,Total
5331,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,42.4,42.4,1684.0,,,,Male,,,"(39.008830667000495, -75.57774116799965)",10,Gender,Male
5332,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,31.2,31.2,2299.0,,,,Female,,,"(39.008830667000495, -75.57774116799965)",10,Gender,Female
5333,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,354.0,,,Less than high school,,,,"(39.008830667000495, -75.57774116799965)",10,Education,Less than high school
5334,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,36.4,36.4,1208.0,,,High school graduate,,,,"(39.008830667000495, -75.57774116799965)",10,Education,High school graduate
5335,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,972.0,,,Some college or technical school,,,,"(39.008830667000495, -75.57774116799965)",10,Education,Some college or technical school
5336,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,37.9,37.9,1442.0,,,College graduate,,,,"(39.008830667000495, -75.57774116799965)",10,Education,College graduate
5337,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,29.4,29.4,168.0,,18 - 24,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),18 - 24
5338,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,315.0,,25 - 34,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),25 - 34
5339,2014,FL,Florida,Percent of adults aged 18 years and older who have obesity,26.6,26.6,5387.0,,,,Female,,,"(28.932040377000476, -81.92896053899966)",12,Gender,Female
5340,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,39.1,39.1,391.0,,35 - 44,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),35 - 44
5341,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,36.0,36.0,685.0,,45 - 54,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),45 - 54
5342,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,40.2,40.2,946.0,,55 - 64,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),55 - 64
5343,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,38.8,38.8,1478.0,,65 or older,,,,,"(39.008830667000495, -75.57774116799965)",10,Age (years),65 or older
5344,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,26.3,26.3,323.0,,,,,"Less than $15,000",,"(39.008830667000495, -75.57774116799965)",10,Income,"Less than $15,000"
5345,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,32.7,32.7,624.0,,,,,"$15,000 - $24,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$15,000 - $24,999"
5346,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,348.0,,,,,"$25,000 - $34,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$25,000 - $34,999"
5347,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,492.0,,,,,"$35,000 - $49,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$35,000 - $49,999"
5348,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,37.5,37.5,539.0,,,,,"$50,000 - $74,999",,"(39.008830667000495, -75.57774116799965)",10,Income,"$50,000 - $74,999"
5349,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,41.0,41.0,1052.0,,,,,"$75,000 or greater",,"(39.008830667000495, -75.57774116799965)",10,Income,"$75,000 or greater"
5350,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,38.2,38.2,605.0,,,,,Data not reported,,"(39.008830667000495, -75.57774116799965)",10,Income,Data not reported
5351,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,37.9,37.9,2740.0,,,,,,Non-Hispanic White,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Non-Hispanic White
5352,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,32.3,32.3,565.0,,,,,,Non-Hispanic Black,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Non-Hispanic Black
5353,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,41.3,41.3,200.0,,,,,,Hispanic,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Hispanic
5354,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,24.1,24.1,55.0,,,,,,Asian,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Asian
5355,2014,DE,Delaware,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(39.008830667000495, -75.57774116799965)",10,Race/Ethnicity,Hawaiian/Pacific Islander
