,year,state,state_name,age_pc,Data_Value_Alt,Question,Sample_Size,Total,Age,GeoLocation,LocationID,StratificationCategory1,Stratification1
158,2016,NJ,New Jersey,37.7,37.7,Percent of adults aged 18 years and older who have an overweight classification,1614.0,,55 - 64,"(40.13057004800049, -74.27369128799967)",34,Age (years),55 - 64
159,2016,NJ,New Jersey,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,2278.0,,65 or older,"(40.13057004800049, -74.27369128799967)",34,Age (years),65 or older
160,2016,NM,New Mexico,23.7,23.7,Percent of adults aged 18 years and older who have an overweight classification,238.0,,18 - 24,"(34.52088095200048, -106.24058098499967)",35,Age (years),18 - 24
161,2016,NM,New Mexico,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,622.0,,35 - 44,"(34.52088095200048, -106.24058098499967)",35,Age (years),35 - 44
162,2016,NM,New Mexico,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,852.0,,45 - 54,"(34.52088095200048, -106.24058098499967)",35,Age (years),45 - 54
163,2016,NM,New Mexico,40.9,40.9,Percent of adults aged 18 years and older who have an overweight classification,1301.0,,55 - 64,"(34.52088095200048, -106.24058098499967)",35,Age (years),55 - 64
164,2016,NM,New Mexico,38.0,38.0,Percent of adults aged 18 years and older who have an overweight classification,2001.0,,65 or older,"(34.52088095200048, -106.24058098499967)",35,Age (years),65 or older
165,2016,NY,New York,24.0,24.0,Percent of adults aged 18 years and older who have an overweight classification,1659.0,,18 - 24,"(42.82700103200045, -75.54397042699964)",36,Age (years),18 - 24
166,2016,NY,New York,37.7,37.7,Percent of adults aged 18 years and older who have an overweight classification,3377.0,,35 - 44,"(42.82700103200045, -75.54397042699964)",36,Age (years),35 - 44
167,2016,NY,New York,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,5183.0,,45 - 54,"(42.82700103200045, -75.54397042699964)",36,Age (years),45 - 54
168,2016,NY,New York,38.0,38.0,Percent of adults aged 18 years and older who have an overweight classification,7175.0,,55 - 64,"(42.82700103200045, -75.54397042699964)",36,Age (years),55 - 64
169,2016,NY,New York,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,10612.0,,65 or older,"(42.82700103200045, -75.54397042699964)",36,Age (years),65 or older
170,2016,NC,North Carolina,26.0,26.0,Percent of adults aged 18 years and older who have an overweight classification,418.0,,18 - 24,"(35.466220975000454, -79.15925046299964)",37,Age (years),18 - 24
171,2016,NC,North Carolina,34.3,34.3,Percent of adults aged 18 years and older who have an overweight classification,821.0,,35 - 44,"(35.466220975000454, -79.15925046299964)",37,Age (years),35 - 44
172,2016,NC,North Carolina,34.6,34.6,Percent of adults aged 18 years and older who have an overweight classification,984.0,,45 - 54,"(35.466220975000454, -79.15925046299964)",37,Age (years),45 - 54
173,2016,NC,North Carolina,36.5,36.5,Percent of adults aged 18 years and older who have an overweight classification,1188.0,,55 - 64,"(35.466220975000454, -79.15925046299964)",37,Age (years),55 - 64
174,2016,NC,North Carolina,39.2,39.2,Percent of adults aged 18 years and older who have an overweight classification,1793.0,,65 or older,"(35.466220975000454, -79.15925046299964)",37,Age (years),65 or older
175,2016,ND,North Dakota,24.5,24.5,Percent of adults aged 18 years and older who have an overweight classification,250.0,,18 - 24,"(47.47531977900047, -100.11842104899966)",38,Age (years),18 - 24
176,2016,ND,North Dakota,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,549.0,,35 - 44,"(47.47531977900047, -100.11842104899966)",38,Age (years),35 - 44
177,2016,ND,North Dakota,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,758.0,,45 - 54,"(47.47531977900047, -100.11842104899966)",38,Age (years),45 - 54
178,2016,ND,North Dakota,40.1,40.1,Percent of adults aged 18 years and older who have an overweight classification,1271.0,,55 - 64,"(47.47531977900047, -100.11842104899966)",38,Age (years),55 - 64
179,2016,ND,North Dakota,41.6,41.6,Percent of adults aged 18 years and older who have an overweight classification,1971.0,,65 or older,"(47.47531977900047, -100.11842104899966)",38,Age (years),65 or older
180,2016,OH,Ohio,26.9,26.9,Percent of adults aged 18 years and older who have an overweight classification,510.0,,18 - 24,"(40.06021014100048, -82.40426005599966)",39,Age (years),18 - 24
181,2016,OH,Ohio,34.8,34.8,Percent of adults aged 18 years and older who have an overweight classification,1173.0,,35 - 44,"(40.06021014100048, -82.40426005599966)",39,Age (years),35 - 44
182,2016,OH,Ohio,35.7,35.7,Percent of adults aged 18 years and older who have an overweight classification,1730.0,,45 - 54,"(40.06021014100048, -82.40426005599966)",39,Age (years),45 - 54
183,2016,OH,Ohio,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,2673.0,,55 - 64,"(40.06021014100048, -82.40426005599966)",39,Age (years),55 - 64
184,2016,OH,Ohio,38.5,38.5,Percent of adults aged 18 years and older who have an overweight classification,4425.0,,65 or older,"(40.06021014100048, -82.40426005599966)",39,Age (years),65 or older
185,2016,OK,Oklahoma,28.5,28.5,Percent of adults aged 18 years and older who have an overweight classification,274.0,,18 - 24,"(35.47203135600046, -97.52107021399968)",40,Age (years),18 - 24
186,2016,OK,Oklahoma,35.5,35.5,Percent of adults aged 18 years and older who have an overweight classification,672.0,,35 - 44,"(35.47203135600046, -97.52107021399968)",40,Age (years),35 - 44
187,2016,OK,Oklahoma,36.5,36.5,Percent of adults aged 18 years and older who have an overweight classification,913.0,,45 - 54,"(35.47203135600046, -97.52107021399968)",40,Age (years),45 - 54
188,2016,OK,Oklahoma,37.0,37.0,Percent of adults aged 18 years and older who have an overweight classification,1360.0,,55 - 64,"(35.47203135600046, -97.52107021399968)",40,Age (years),55 - 64
189,2016,OK,Oklahoma,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,2615.0,,65 or older,"(35.47203135600046, -97.52107021399968)",40,Age (years),65 or older
190,2016,OR,Oregon,19.0,19.0,Percent of adults aged 18 years and older who have an overweight classification,343.0,,18 - 24,"(44.56744942400047, -120.15503132599969)",41,Age (years),18 - 24
191,2016,OR,Oregon,34.1,34.1,Percent of adults aged 18 years and older who have an overweight classification,656.0,,35 - 44,"(44.56744942400047, -120.15503132599969)",41,Age (years),35 - 44
192,2016,OR,Oregon,35.5,35.5,Percent of adults aged 18 years and older who have an overweight classification,795.0,,45 - 54,"(44.56744942400047, -120.15503132599969)",41,Age (years),45 - 54
193,2016,OR,Oregon,36.6,36.6,Percent of adults aged 18 years and older who have an overweight classification,980.0,,55 - 64,"(44.56744942400047, -120.15503132599969)",41,Age (years),55 - 64
194,2016,OR,Oregon,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,1626.0,,65 or older,"(44.56744942400047, -120.15503132599969)",41,Age (years),65 or older
195,2016,PA,Pennsylvania,27.1,27.1,Percent of adults aged 18 years and older who have an overweight classification,525.0,,18 - 24,"(40.79373015200048, -77.86070029399963)",42,Age (years),18 - 24
196,2016,PA,Pennsylvania,33.8,33.8,Percent of adults aged 18 years and older who have an overweight classification,780.0,,35 - 44,"(40.79373015200048, -77.86070029399963)",42,Age (years),35 - 44
197,2016,PA,Pennsylvania,36.6,36.6,Percent of adults aged 18 years and older who have an overweight classification,1092.0,,45 - 54,"(40.79373015200048, -77.86070029399963)",42,Age (years),45 - 54
198,2016,PA,Pennsylvania,36.6,36.6,Percent of adults aged 18 years and older who have an overweight classification,1402.0,,55 - 64,"(40.79373015200048, -77.86070029399963)",42,Age (years),55 - 64
199,2016,PA,Pennsylvania,40.5,40.5,Percent of adults aged 18 years and older who have an overweight classification,1778.0,,65 or older,"(40.79373015200048, -77.86070029399963)",42,Age (years),65 or older
200,2016,RI,Rhode Island,26.0,26.0,Percent of adults aged 18 years and older who have an overweight classification,218.0,,18 - 24,"(41.70828019300046, -71.52247031399963)",44,Age (years),18 - 24
201,2016,RI,Rhode Island,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,528.0,,35 - 44,"(41.70828019300046, -71.52247031399963)",44,Age (years),35 - 44
202,2016,RI,Rhode Island,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,879.0,,45 - 54,"(41.70828019300046, -71.52247031399963)",44,Age (years),45 - 54
203,2016,RI,Rhode Island,37.4,37.4,Percent of adults aged 18 years and older who have an overweight classification,1239.0,,55 - 64,"(41.70828019300046, -71.52247031399963)",44,Age (years),55 - 64
204,2016,RI,Rhode Island,43.4,43.4,Percent of adults aged 18 years and older who have an overweight classification,1690.0,,65 or older,"(41.70828019300046, -71.52247031399963)",44,Age (years),65 or older
205,2016,SC,South Carolina,28.3,28.3,Percent of adults aged 18 years and older who have an overweight classification,484.0,,18 - 24,"(33.998821303000454, -81.04537120699968)",45,Age (years),18 - 24
206,2016,SC,South Carolina,34.5,34.5,Percent of adults aged 18 years and older who have an overweight classification,1007.0,,35 - 44,"(33.998821303000454, -81.04537120699968)",45,Age (years),35 - 44
207,2016,SC,South Carolina,34.8,34.8,Percent of adults aged 18 years and older who have an overweight classification,1605.0,,45 - 54,"(33.998821303000454, -81.04537120699968)",45,Age (years),45 - 54
208,2016,SC,South Carolina,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,2289.0,,55 - 64,"(33.998821303000454, -81.04537120699968)",45,Age (years),55 - 64
209,2016,SC,South Carolina,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,4262.0,,65 or older,"(33.998821303000454, -81.04537120699968)",45,Age (years),65 or older
210,2016,SD,South Dakota,27.5,27.5,Percent of adults aged 18 years and older who have an overweight classification,268.0,,18 - 24,"(44.353130053000484, -100.3735306369997)",46,Age (years),18 - 24
211,2016,SD,South Dakota,33.9,33.9,Percent of adults aged 18 years and older who have an overweight classification,603.0,,35 - 44,"(44.353130053000484, -100.3735306369997)",46,Age (years),35 - 44
212,2016,SD,South Dakota,39.4,39.4,Percent of adults aged 18 years and older who have an overweight classification,809.0,,45 - 54,"(44.353130053000484, -100.3735306369997)",46,Age (years),45 - 54
213,2016,SD,South Dakota,40.1,40.1,Percent of adults aged 18 years and older who have an overweight classification,1215.0,,55 - 64,"(44.353130053000484, -100.3735306369997)",46,Age (years),55 - 64
214,2016,SD,South Dakota,42.3,42.3,Percent of adults aged 18 years and older who have an overweight classification,1971.0,,65 or older,"(44.353130053000484, -100.3735306369997)",46,Age (years),65 or older
215,2016,TN,Tennessee,26.3,26.3,Percent of adults aged 18 years and older who have an overweight classification,343.0,,18 - 24,"(35.68094058000048, -85.77449091399967)",47,Age (years),18 - 24
216,2016,TN,Tennessee,30.9,30.9,Percent of adults aged 18 years and older who have an overweight classification,593.0,,35 - 44,"(35.68094058000048, -85.77449091399967)",47,Age (years),35 - 44
217,2016,TN,Tennessee,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,948.0,,45 - 54,"(35.68094058000048, -85.77449091399967)",47,Age (years),45 - 54
218,2016,TN,Tennessee,33.3,33.3,Percent of adults aged 18 years and older who have an overweight classification,1242.0,,55 - 64,"(35.68094058000048, -85.77449091399967)",47,Age (years),55 - 64
219,2016,TN,Tennessee,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,1969.0,,65 or older,"(35.68094058000048, -85.77449091399967)",47,Age (years),65 or older
220,2016,TX,Texas,25.2,25.2,Percent of adults aged 18 years and older who have an overweight classification,518.0,,18 - 24,"(31.827240407000488, -99.42677020599967)",48,Age (years),18 - 24
221,2016,TX,Texas,36.1,36.1,Percent of adults aged 18 years and older who have an overweight classification,1185.0,,35 - 44,"(31.827240407000488, -99.42677020599967)",48,Age (years),35 - 44
222,2016,TX,Texas,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,1533.0,,45 - 54,"(31.827240407000488, -99.42677020599967)",48,Age (years),45 - 54
223,2016,TX,Texas,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,2126.0,,55 - 64,"(31.827240407000488, -99.42677020599967)",48,Age (years),55 - 64
224,2016,TX,Texas,38.4,38.4,Percent of adults aged 18 years and older who have an overweight classification,4329.0,,65 or older,"(31.827240407000488, -99.42677020599967)",48,Age (years),65 or older
225,2016,UT,Utah,28.5,28.5,Percent of adults aged 18 years and older who have an overweight classification,813.0,,18 - 24,"(39.360700171000474, -111.58713063499971)",49,Age (years),18 - 24
226,2016,UT,Utah,35.1,35.1,Percent of adults aged 18 years and older who have an overweight classification,1681.0,,35 - 44,"(39.360700171000474, -111.58713063499971)",49,Age (years),35 - 44
227,2016,UT,Utah,36.3,36.3,Percent of adults aged 18 years and older who have an overweight classification,1509.0,,45 - 54,"(39.360700171000474, -111.58713063499971)",49,Age (years),45 - 54
228,2016,UT,Utah,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,1826.0,,55 - 64,"(39.360700171000474, -111.58713063499971)",49,Age (years),55 - 64
229,2016,UT,Utah,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,2947.0,,65 or older,"(39.360700171000474, -111.58713063499971)",49,Age (years),65 or older
230,2016,VT,Vermont,25.3,25.3,Percent of adults aged 18 years and older who have an overweight classification,266.0,,18 - 24,"(43.62538123900049, -72.51764079099962)",50,Age (years),18 - 24
231,2016,VT,Vermont,34.2,34.2,Percent of adults aged 18 years and older who have an overweight classification,650.0,,35 - 44,"(43.62538123900049, -72.51764079099962)",50,Age (years),35 - 44
232,2016,VT,Vermont,34.2,34.2,Percent of adults aged 18 years and older who have an overweight classification,1029.0,,45 - 54,"(43.62538123900049, -72.51764079099962)",50,Age (years),45 - 54
233,2016,VT,Vermont,37.5,37.5,Percent of adults aged 18 years and older who have an overweight classification,1549.0,,55 - 64,"(43.62538123900049, -72.51764079099962)",50,Age (years),55 - 64
234,2016,VT,Vermont,40.0,40.0,Percent of adults aged 18 years and older who have an overweight classification,2061.0,,65 or older,"(43.62538123900049, -72.51764079099962)",50,Age (years),65 or older
235,2016,VA,Virginia,25.8,25.8,Percent of adults aged 18 years and older who have an overweight classification,498.0,,18 - 24,"(37.54268067400045, -78.45789046299967)",51,Age (years),18 - 24
236,2016,VA,Virginia,40.1,40.1,Percent of adults aged 18 years and older who have an overweight classification,951.0,,35 - 44,"(37.54268067400045, -78.45789046299967)",51,Age (years),35 - 44
237,2016,VA,Virginia,35.6,35.6,Percent of adults aged 18 years and older who have an overweight classification,1420.0,,45 - 54,"(37.54268067400045, -78.45789046299967)",51,Age (years),45 - 54
238,2016,VA,Virginia,40.1,40.1,Percent of adults aged 18 years and older who have an overweight classification,1807.0,,55 - 64,"(37.54268067400045, -78.45789046299967)",51,Age (years),55 - 64
239,2016,VA,Virginia,40.4,40.4,Percent of adults aged 18 years and older who have an overweight classification,2722.0,,65 or older,"(37.54268067400045, -78.45789046299967)",51,Age (years),65 or older
240,2016,WA,Washington,24.8,24.8,Percent of adults aged 18 years and older who have an overweight classification,699.0,,18 - 24,"(47.52227862900048, -120.47001078999972)",53,Age (years),18 - 24
241,2016,WA,Washington,35.4,35.4,Percent of adults aged 18 years and older who have an overweight classification,1502.0,,35 - 44,"(47.52227862900048, -120.47001078999972)",53,Age (years),35 - 44
242,2016,WA,Washington,36.1,36.1,Percent of adults aged 18 years and older who have an overweight classification,1924.0,,45 - 54,"(47.52227862900048, -120.47001078999972)",53,Age (years),45 - 54
243,2016,WA,Washington,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,2775.0,,55 - 64,"(47.52227862900048, -120.47001078999972)",53,Age (years),55 - 64
244,2016,WA,Washington,38.7,38.7,Percent of adults aged 18 years and older who have an overweight classification,4758.0,,65 or older,"(47.52227862900048, -120.47001078999972)",53,Age (years),65 or older
245,2016,WV,West Virginia,25.0,25.0,Percent of adults aged 18 years and older who have an overweight classification,333.0,,18 - 24,"(38.66551020200046, -80.71264013499967)",54,Age (years),18 - 24
246,2016,WV,West Virginia,32.0,32.0,Percent of adults aged 18 years and older who have an overweight classification,845.0,,35 - 44,"(38.66551020200046, -80.71264013499967)",54,Age (years),35 - 44
247,2016,WV,West Virginia,31.9,31.9,Percent of adults aged 18 years and older who have an overweight classification,1118.0,,45 - 54,"(38.66551020200046, -80.71264013499967)",54,Age (years),45 - 54
248,2016,WV,West Virginia,34.0,34.0,Percent of adults aged 18 years and older who have an overweight classification,1563.0,,55 - 64,"(38.66551020200046, -80.71264013499967)",54,Age (years),55 - 64
249,2016,WV,West Virginia,39.6,39.6,Percent of adults aged 18 years and older who have an overweight classification,2072.0,,65 or older,"(38.66551020200046, -80.71264013499967)",54,Age (years),65 or older
250,2016,WI,Wisconsin,26.5,26.5,Percent of adults aged 18 years and older who have an overweight classification,280.0,,18 - 24,"(44.39319117400049, -89.81637074199966)",55,Age (years),18 - 24
251,2016,WI,Wisconsin,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,523.0,,35 - 44,"(44.39319117400049, -89.81637074199966)",55,Age (years),35 - 44
252,2016,WI,Wisconsin,38.2,38.2,Percent of adults aged 18 years and older who have an overweight classification,762.0,,45 - 54,"(44.39319117400049, -89.81637074199966)",55,Age (years),45 - 54
253,2016,WI,Wisconsin,37.1,37.1,Percent of adults aged 18 years and older who have an overweight classification,1129.0,,55 - 64,"(44.39319117400049, -89.81637074199966)",55,Age (years),55 - 64
254,2016,WI,Wisconsin,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,1623.0,,65 or older,"(44.39319117400049, -89.81637074199966)",55,Age (years),65 or older
255,2016,WY,Wyoming,30.0,30.0,Percent of adults aged 18 years and older who have an overweight classification,141.0,,18 - 24,"(43.23554134300048, -108.10983035299967)",56,Age (years),18 - 24
256,2016,WY,Wyoming,31.3,31.3,Percent of adults aged 18 years and older who have an overweight classification,433.0,,35 - 44,"(43.23554134300048, -108.10983035299967)",56,Age (years),35 - 44
257,2016,WY,Wyoming,39.5,39.5,Percent of adults aged 18 years and older who have an overweight classification,546.0,,45 - 54,"(43.23554134300048, -108.10983035299967)",56,Age (years),45 - 54
258,2016,WY,Wyoming,41.1,41.1,Percent of adults aged 18 years and older who have an overweight classification,1062.0,,55 - 64,"(43.23554134300048, -108.10983035299967)",56,Age (years),55 - 64
259,2016,WY,Wyoming,39.7,39.7,Percent of adults aged 18 years and older who have an overweight classification,1724.0,,65 or older,"(43.23554134300048, -108.10983035299967)",56,Age (years),65 or older
260,2016,GU,Guam,21.7,21.7,Percent of adults aged 18 years and older who have an overweight classification,137.0,,18 - 24,"(13.444304, 144.793731)",66,Age (years),18 - 24
261,2016,GU,Guam,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,257.0,,35 - 44,"(13.444304, 144.793731)",66,Age (years),35 - 44
262,2016,GU,Guam,41.7,41.7,Percent of adults aged 18 years and older who have an overweight classification,312.0,,45 - 54,"(13.444304, 144.793731)",66,Age (years),45 - 54
263,2016,GU,Guam,33.2,33.2,Percent of adults aged 18 years and older who have an overweight classification,279.0,,55 - 64,"(13.444304, 144.793731)",66,Age (years),55 - 64
264,2016,GU,Guam,34.5,34.5,Percent of adults aged 18 years and older who have an overweight classification,268.0,,65 or older,"(13.444304, 144.793731)",66,Age (years),65 or older
265,2016,PR,Puerto Rico,21.5,21.5,Percent of adults aged 18 years and older who have an overweight classification,370.0,,18 - 24,"(18.220833, -66.590149)",72,Age (years),18 - 24
266,2016,PR,Puerto Rico,39.1,39.1,Percent of adults aged 18 years and older who have an overweight classification,701.0,,35 - 44,"(18.220833, -66.590149)",72,Age (years),35 - 44
267,2016,PR,Puerto Rico,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,888.0,,45 - 54,"(18.220833, -66.590149)",72,Age (years),45 - 54
268,2016,PR,Puerto Rico,41.6,41.6,Percent of adults aged 18 years and older who have an overweight classification,1054.0,,55 - 64,"(18.220833, -66.590149)",72,Age (years),55 - 64
269,2016,PR,Puerto Rico,40.2,40.2,Percent of adults aged 18 years and older who have an overweight classification,1898.0,,65 or older,"(18.220833, -66.590149)",72,Age (years),65 or older
270,2016,VI,Virgin Islands,25.8,25.8,Percent of adults aged 18 years and older who have an overweight classification,50.0,,18 - 24,"(18.335765, -64.896335)",78,Age (years),18 - 24
271,2016,VI,Virgin Islands,24.2,24.2,Percent of adults aged 18 years and older who have an overweight classification,91.0,,35 - 44,"(18.335765, -64.896335)",78,Age (years),35 - 44
272,2016,VI,Virgin Islands,31.0,31.0,Percent of adults aged 18 years and older who have an overweight classification,217.0,,45 - 54,"(18.335765, -64.896335)",78,Age (years),45 - 54
273,2016,VI,Virgin Islands,37.3,37.3,Percent of adults aged 18 years and older who have an overweight classification,306.0,,55 - 64,"(18.335765, -64.896335)",78,Age (years),55 - 64
274,2016,VI,Virgin Islands,43.2,43.2,Percent of adults aged 18 years and older who have an overweight classification,436.0,,65 or older,"(18.335765, -64.896335)",78,Age (years),65 or older
275,2016,US,National,17.3,17.3,Percent of adults aged 18 years and older who have obesity,23734.0,,18 - 24,,59,Age (years),18 - 24
276,2016,US,National,33.1,33.1,Percent of adults aged 18 years and older who have obesity,48951.0,,35 - 44,,59,Age (years),35 - 44
277,2016,US,National,35.1,35.1,Percent of adults aged 18 years and older who have obesity,68854.0,,45 - 54,,59,Age (years),45 - 54
278,2016,US,National,34.2,34.2,Percent of adults aged 18 years and older who have obesity,96566.0,,55 - 64,,59,Age (years),55 - 64
279,2016,US,National,28.0,28.0,Percent of adults aged 18 years and older who have obesity,157668.0,,65 or older,,59,Age (years),65 or older
280,2016,AL,Alabama,22.6,22.6,Percent of adults aged 18 years and older who have obesity,412.0,,18 - 24,"(32.84057112200048, -86.63186076199969)",1,Age (years),18 - 24
281,2016,AL,Alabama,43.0,43.0,Percent of adults aged 18 years and older who have obesity,793.0,,35 - 44,"(32.84057112200048, -86.63186076199969)",1,Age (years),35 - 44
282,2016,AL,Alabama,43.5,43.5,Percent of adults aged 18 years and older who have obesity,1060.0,,45 - 54,"(32.84057112200048, -86.63186076199969)",1,Age (years),45 - 54
283,2016,AL,Alabama,40.7,40.7,Percent of adults aged 18 years and older who have obesity,1402.0,,55 - 64,"(32.84057112200048, -86.63186076199969)",1,Age (years),55 - 64
284,2016,AL,Alabama,29.6,29.6,Percent of adults aged 18 years and older who have obesity,2142.0,,65 or older,"(32.84057112200048, -86.63186076199969)",1,Age (years),65 or older
285,2016,AK,Alaska,15.1,15.1,Percent of adults aged 18 years and older who have obesity,177.0,,18 - 24,"(64.84507995700051, -147.72205903599973)",2,Age (years),18 - 24
286,2016,AK,Alaska,40.3,40.3,Percent of adults aged 18 years and older who have obesity,356.0,,35 - 44,"(64.84507995700051, -147.72205903599973)",2,Age (years),35 - 44
287,2016,AK,Alaska,35.0,35.0,Percent of adults aged 18 years and older who have obesity,483.0,,45 - 54,"(64.84507995700051, -147.72205903599973)",2,Age (years),45 - 54
288,2016,AK,Alaska,30.0,30.0,Percent of adults aged 18 years and older who have obesity,706.0,,55 - 64,"(64.84507995700051, -147.72205903599973)",2,Age (years),55 - 64
289,2016,AK,Alaska,35.3,35.3,Percent of adults aged 18 years and older who have obesity,738.0,,65 or older,"(64.84507995700051, -147.72205903599973)",2,Age (years),65 or older
290,2016,AZ,Arizona,14.4,14.4,Percent of adults aged 18 years and older who have obesity,344.0,,18 - 24,"(34.865970280000454, -111.76381127699972)",4,Age (years),18 - 24
291,2016,AZ,Arizona,34.5,34.5,Percent of adults aged 18 years and older who have obesity,892.0,,35 - 44,"(34.865970280000454, -111.76381127699972)",4,Age (years),35 - 44
292,2016,AZ,Arizona,36.4,36.4,Percent of adults aged 18 years and older who have obesity,1281.0,,45 - 54,"(34.865970280000454, -111.76381127699972)",4,Age (years),45 - 54
293,2016,AZ,Arizona,33.8,33.8,Percent of adults aged 18 years and older who have obesity,2127.0,,55 - 64,"(34.865970280000454, -111.76381127699972)",4,Age (years),55 - 64
294,2016,AZ,Arizona,25.9,25.9,Percent of adults aged 18 years and older who have obesity,4790.0,,65 or older,"(34.865970280000454, -111.76381127699972)",4,Age (years),65 or older
295,2016,AR,Arkansas,28.6,28.6,Percent of adults aged 18 years and older who have obesity,122.0,,18 - 24,"(34.74865012400045, -92.27449074299966)",5,Age (years),18 - 24
296,2016,AR,Arkansas,43.8,43.8,Percent of adults aged 18 years and older who have obesity,373.0,,35 - 44,"(34.74865012400045, -92.27449074299966)",5,Age (years),35 - 44
297,2016,AR,Arkansas,42.7,42.7,Percent of adults aged 18 years and older who have obesity,648.0,,45 - 54,"(34.74865012400045, -92.27449074299966)",5,Age (years),45 - 54
298,2016,AR,Arkansas,39.6,39.6,Percent of adults aged 18 years and older who have obesity,1036.0,,55 - 64,"(34.74865012400045, -92.27449074299966)",5,Age (years),55 - 64
299,2016,AR,Arkansas,27.6,27.6,Percent of adults aged 18 years and older who have obesity,2397.0,,65 or older,"(34.74865012400045, -92.27449074299966)",5,Age (years),65 or older
300,2016,CA,California,14.5,14.5,Percent of adults aged 18 years and older who have obesity,997.0,,18 - 24,"(37.63864012300047, -120.99999953799971)",6,Age (years),18 - 24
301,2016,CA,California,27.8,27.8,Percent of adults aged 18 years and older who have obesity,1505.0,,35 - 44,"(37.63864012300047, -120.99999953799971)",6,Age (years),35 - 44
302,2016,CA,California,30.2,30.2,Percent of adults aged 18 years and older who have obesity,1754.0,,45 - 54,"(37.63864012300047, -120.99999953799971)",6,Age (years),45 - 54
303,2016,CA,California,28.9,28.9,Percent of adults aged 18 years and older who have obesity,1930.0,,55 - 64,"(37.63864012300047, -120.99999953799971)",6,Age (years),55 - 64
304,2016,CA,California,23.5,23.5,Percent of adults aged 18 years and older who have obesity,2510.0,,65 or older,"(37.63864012300047, -120.99999953799971)",6,Age (years),65 or older
305,2016,CO,Colorado,12.8,12.8,Percent of adults aged 18 years and older who have obesity,658.0,,18 - 24,"(38.843840757000464, -106.13361092099967)",8,Age (years),18 - 24
306,2016,CO,Colorado,25.0,25.0,Percent of adults aged 18 years and older who have obesity,1615.0,,35 - 44,"(38.843840757000464, -106.13361092099967)",8,Age (years),35 - 44
307,2016,CO,Colorado,26.9,26.9,Percent of adults aged 18 years and older who have obesity,2191.0,,45 - 54,"(38.843840757000464, -106.13361092099967)",8,Age (years),45 - 54
308,2016,CO,Colorado,26.9,26.9,Percent of adults aged 18 years and older who have obesity,3151.0,,55 - 64,"(38.843840757000464, -106.13361092099967)",8,Age (years),55 - 64
309,2016,CO,Colorado,21.0,21.0,Percent of adults aged 18 years and older who have obesity,4724.0,,65 or older,"(38.843840757000464, -106.13361092099967)",8,Age (years),65 or older
310,2016,CT,Connecticut,13.4,13.4,Percent of adults aged 18 years and older who have obesity,398.0,,18 - 24,"(41.56266102000046, -72.64984095199964)",9,Age (years),18 - 24
311,2016,CT,Connecticut,29.7,29.7,Percent of adults aged 18 years and older who have obesity,963.0,,35 - 44,"(41.56266102000046, -72.64984095199964)",9,Age (years),35 - 44
312,2016,CT,Connecticut,30.2,30.2,Percent of adults aged 18 years and older who have obesity,1718.0,,45 - 54,"(41.56266102000046, -72.64984095199964)",9,Age (years),45 - 54
313,2016,CT,Connecticut,30.4,30.4,Percent of adults aged 18 years and older who have obesity,2379.0,,55 - 64,"(41.56266102000046, -72.64984095199964)",9,Age (years),55 - 64
314,2016,CT,Connecticut,24.9,24.9,Percent of adults aged 18 years and older who have obesity,3831.0,,65 or older,"(41.56266102000046, -72.64984095199964)",9,Age (years),65 or older
315,2016,DE,Delaware,19.3,19.3,Percent of adults aged 18 years and older who have obesity,235.0,,18 - 24,"(39.008830667000495, -75.57774116799965)",10,Age (years),18 - 24
316,2016,DE,Delaware,35.6,35.6,Percent of adults aged 18 years and older who have obesity,388.0,,35 - 44,"(39.008830667000495, -75.57774116799965)",10,Age (years),35 - 44
317,2016,DE,Delaware,35.5,35.5,Percent of adults aged 18 years and older who have obesity,602.0,,45 - 54,"(39.008830667000495, -75.57774116799965)",10,Age (years),45 - 54
