,Address,City,Latitude,Longitude,State,Restaurant
7741,3155 S Padre Island Dr,Corpus Christi,27.727988508000003,-97.413714897,TX,Jack In The Box
7742,6340 N Eldridge Pkwy,Houston,29.7122,-95.62413000000001,TX,Subway
7743,123 E Utah Blvd,Spearfish,44.502845663,-103.859971642,SD,Burger King
7744,6522 Westheimer Rd,Houston,29.738708000000003,-95.5004,TX,Pollo Tropical
7745,8590 Baymeadows Rd,Jacksonville,30.220454859,-81.579706233,FL,McDonald's
7746,2291 Fort St,Wyandotte,42.21053,-83.18009,MI,Checker's Drive-in Restaurant
7747,3102 Southwest Dr,Jonesboro,35.806884000000004,-90.721923,AR,Wendy's
7748,4707 Taylor Ave,Racine,42.68788,-87.83632,WI,McDonald's
7749,1816 Tift Ave N,Tifton,31.470858000000003,-83.503074,GA,McDonald's
7750,5821 N 67th Ave,Glendale,33.522842,-112.202556,AZ,Domino's Pizza
7751,10029 Telephone Rd,Houston,29.620009399999997,-95.2853197,TX,Mr Char-Burger
7752,1491 E Dublin Granville Rd,Columbus,40.08632,-82.97755,OH,Penn Station East Coast Subs
7753,7240 Guilford Dr,Frederick,39.394663828,-77.409969319,MD,SONIC Drive-In
7754,8555 Preston Rd,Frisco,33.147855553,-96.805063716,TX,Burger King
7755,290 County Ave,Secaucus,40.773992104,-74.0631482,NJ,Quiznos Sub
7756,4100 NW 27th Ave,Miami,25.813198,-80.240677,FL,Subway
7757,844 W Central Ave,Springboro,39.56259,-84.26168,OH,KFC
7758,14106 W Lake Houston Pkwy,Houston,29.931085999999997,-95.175905,TX,McDonald's
7759,14798 La Paz Dr,Victorville,34.519287,-117.315859,CA,Wendy's
7760,2170 Centreville Rd,Herndon,38.959045,-77.402182,VA,Taco Bell
7761,383 W Mariposa Rd,Nogales,31.3664,-110.9389,AZ,Jack In The Box
7762,5200 Commerce Crossings Dr,Louisville,38.102635,-85.67633000000001,KY,Yum Brands Inc
7763,1901 Algonquin Rd,Rolling Meadows,42.056861,-88.003116,IL,Burger King
7764,1445 Boyrum St,Iowa City,41.64515,-91.52796,IA,Burger King
7765,422 W Church St,Richfield,35.47274,-80.2687,NC,Taco Bell
7766,4683 State Highway 121,The Colony,33.06469,-96.89339,TX,Jack In The Box
7767,2760 W Chandler Blvd,Chandler,33.306840173000005,-111.890100534,AZ,KFC
7768,3718 Towson Ave,Fort Smith,35.34882,-94.42279,AR,SONIC Drive-In
7769,6434 E Central Ave,Wichita,37.6946,-97.2607,KS,Subway
7770,3900 Pelandale Ave,Modesto,37.699606,-121.06839199999999,CA,Taco Bell
7771,17217 SE McLoughlin Blvd,Portland,45.39822,-122.61888,OR,Wendy's
7772,104 Towne Centre Pkwy,Myrtle Beach,33.76038,-78.85824000000001,SC,McDonald's
7773,753 Pershing Rd,Decatur,39.876581243000004,-88.947949281,IL,Taco Bell
7774,101 N Kimball Ave,Southlake,32.941179999999996,-97.11565,TX,KFC
7775,2122 E 10th St,Indianapolis,39.781607,-86.124477,IN,Burger King
7776,1485 Ocean Ave,Rumson,40.350159999999995,-73.97301,NJ,Ama Ristorante
7777,3819 South St,Nacogdoches,31.57088,-94.6751,TX,Burger King
7778,854 Harbor Blvd,West Sacramento,38.577156899,-121.549206828,CA,Carl's Jr
7779,231 N Dixie Hwy,Lake Worth,26.6188,-80.0573,FL,Burger King
7780,908 Loucks Rd,York,39.97939,-76.75254,PA,Long John Silver's
7781,203 King St,Northampton,42.32848,-72.63297,MA,Taco Bell
7782,210 Town Center Dr,Dearborn,42.320522524,-83.224090295,MI,A&W
7783,7291 S. Eastern Ave.,Las Vegas,36.05746,-115.12038000000001,NV,Capriotti's Sandwich Shop
7784,380 Baychester Ave,Bronx,40.8686,-73.8316,NY,Popeye's Louisiana Kitchen
7785,1 Yorktown Shopping Ctr,Lombard,41.842068,-88.01086,IL,McDonald's
7786,306 N Main St,Euless,32.8403,-97.0821,TX,Popeye's Louisiana Kitchen
7787,4350 24th Ave,Port Huron,43.036373,-82.45378000000001,MI,Burger King
7788,9211 Clairemont Mesa Blvd,San Diego,32.830866,-117.13063100000001,CA,Panda Express
7789,777 Diamond Ln,Northwood,43.636374656,-95.31950440600001,IA,Burger King
7790,5303 Coldwater Rd,Fort Wayne,41.127741,-85.135936,IN,Steak 'N Shake
7791,1285 Madison Ave,Fort Atkinson,42.93815,-88.85558,WI,Burger King
7792,2650 S 9th St,Salina,38.791540000000005,-97.61348000000001,KS,Burger King
7793,1040 Main St,Altavista,37.115841759,-79.280090332,VA,KFC
7794,5490 Beach Blvd,Mason,39.35842,-84.26666999999999,OH,Wendy's
7795,2550 S U 80,Jackson,32.291666714,-90.22954810799999,AL,Popeye's Louisiana Kitchen
7796,2370 S Val Vis,Gilbert,33.307363537,-111.75647457,AZ,Burger King
7797,1255 Sunrise Hwy,Copiague,40.692888,-73.39601400000001,NY,Wendy's
7798,7200 Harrison Ave,Rockford,42.24118,-88.97488299999999,IL,Subway
7799,1620 N Route 59,Naperville,41.797855,-88.20443890000001,IL,Steak 'N Shake
7800,4836 Highway 129N,Jefferson,34.152555,-83.641789,GA,Bojangles' Famous Chicken 'n Biscuits
7801,8475 Ocean Gtwy,Easton,38.781842249,-76.059687006,MD,SONIC Drive-In
7802,5212 Slide Rd,Lubbock,33.5462,-101.92299999999999,TX,Wendy's
7804,17 W 63rd St,Kansas City,39.01383,-94.58861,MO,Jimmy John's
7805,3131 7th St,Parkersburg,39.264435,-81.535416,WV,McDonald's
7806,4500 Twin City Hwy,Groves,29.936671,-93.934543,TX,McDonald's
7807,12163 S Apopka Vineland Rd,Orlando,28.3888,-81.5049,FL,Steak 'N Shake
7808,19100 Kelly Rd,Detroit,42.435000586,-82.953162072,MI,Wendy's
7809,3010 W Coliseum Blvd,Fort Wayne,41.117607,-85.182146,IN,McDonald's
7810,2708 N Mall Dr,Virginia Beach,36.82104,-76.06803000000001,VA,Burger King
7811,11800 Wilmington Ave,Los Angeles,33.926014,-118.239029,CA,McDonald's
7812,2817 W End Ave,Nashville,36.144052341999995,-86.8127954,TN,The Honeybaked Ham Company
7813,1656 Savannah hey,Charleston,32.779856999,-79.968554321,SC,Chick-Fil-A
7814,702 Lulu St,Augusta,37.679438,-96.986345,KS,SONIC Drive-In
7815,3601 Yosemite Blvd,Modesto,37.63862,-120.92804,CA,Taco Bell
7816,400 1st St W,Milan,41.449709999999996,-90.56784,IL,McDonald's
7817,3923 E Thomas Rd,Phoenix,33.479862,-111.99775600000001,AZ,Panda Express
7818,1920 E Highland Ave,San Bernardino,34.136186,-117.33211299999999,CA,Burger King
7819,1951 Harbor Blvd,Costa Mesa,33.6454,-117.91937800000001,CA,Wienerschnitzel
7820,8717 Spring Cypress Rd,Spring,30.03503084,-95.55509626799999,TX,McDonald's
7822,3515 S Dale Mabry Hwy,Tampa,27.910912139,-82.506535593,FL,McDonald's
7823,1935 E Osceola Pkwy,Kissimmee,28.345726000000003,-81.36636,FL,Dunkin' Donuts
7824,3940 Spring Dr,Reno,39.478134000000004,-119.76296,NV,Domino's Pizza
7825,10475 N Anway Rd,Marana,32.3948,-111.3214,AZ,Snack Shack
7826,1 Faneuil Hall Market Pl,Boston,42.359748961,-71.05575084600001,MA,Boston Chowda Company
7828,11655 W Sample Rd,Pompano Beach,26.2734,-80.2819,FL,McDonald's
7829,12790 NW 7th Ave,Miami,25.891614,-80.21105,FL,Burger King
7830,11336 S 96th St,Papillion,41.14483,-96.06532,NE,Pizza Hut
7831,640 10th St E,Palmetto,27.52223,-82.55695,FL,Taco Bell
7832,1033 N Colony Rd,Wallingford,41.493520000000004,-72.81014,CT,SONIC Drive-In
7833,103 Village Rd NE,Leland,34.234442,-78.000568,NC,Subway
7834,421 Western Blvd,Jacksonville,34.770180895,-77.386718988,NC,Cook-Out
7835,999 Nathan Dean Pkwy,Rockmart,34.011526,-85.04530799999999,GA,Bojangles' Famous Chicken 'n Biscuits
7836,6450 Richmond Rd,Williamsburg,37.341426,-76.75468000000001,VA,Hardee's
7837,3115 Gordon Dr,Sioux City,42.48966,-96.36667,IA,Taco Bell
7838,2801 Eldorado Pkwy,Frisco,33.1778,-96.8861,TX,Long John Silver's
7839,3971 Artesia Blvd,Torrance,33.873092409,-118.343460559,CA,Carl's Jr
7840,8253 SW Wilsonville Rd,Wilsonville,45.30327,-122.76343100000001,OR,Wendy's
7841,951 16th St,Denver,39.74666,-104.9941,CO,Good Times Burgers & Frozen Custard
7842,1408 Veterans Pkwy,Columbus,32.47287,-84.98700000000001,GA,Taco Bell
7843,403 SW Frontage Rd,Winona,33.48503,-89.76586999999999,MS,Taco Bell
7844,7751 W Sample Rd,Pompano Beach,26.2726,-80.2293,FL,McDonald's
7845,8329 Skokie Blvd,Skokie,42.032416,-87.746789,IL,Taco Bell
7846,13330 Telegraph Rd,Santa Fe Springs,33.941298046,-118.048657224,CA,McDonald's
7847,25341 Michigan Ave,Dearborn,42.29752,-83.28509,MI,McDonald's
7848,6205 Bardstown Rd,Louisville,38.155766,85.589928,KY,Dairy Queen
7849,328 E Main St,Omro,44.039148,-88.73997299999999,WI,Hardee's
7850,1467 Gibson St,West Plains,36.7427,-91.8736,MO,Wendy's
7851,2655 S 3rd St,Philadelphia,39.91538,-75.15287,PA,Dairy Queen
7852,1511 Goff Blvd SW,Albuquerque,35.05492,-106.67902,NM,Domino's Pizza
7853,1035 S Pendleton St,Easley,34.81442,-82.60183,SC,Subway
7854,301 State Route 10,Ledgewood,40.873974,-74.64875,NJ,Wendy's
7855,1030 Clock Tower Dr,Springfield,39.789544393,-89.703519344,IL,Long John Silver's
7856,2311 SE 8th Ave,Portland,45.50628,-122.65813999999999,OR,Aprisa Mexican Cuisine
7857,5000 B Old Hickory Blvd,Hermitage,36.19475,-86.61809000000001,TN,Steak 'N Shake
7858,4250 E Southport Rd,Indianapolis,39.6661,-86.0945,IN,KFC
7859,9410 E Golf Links Rd,Tucson,32.191317,-110.79178200000001,AZ,Taco Bell
7860,1515 W Beverly Blvd,Montebello,34.018825,-118.11525400000001,CA,Pizza Hut
7861,5 S Belt W,Belleville,38.502501,-89.984773,IL,KFC
7862,545 Minot Ave,Auburn,44.08265,-70.24817,ME,Subway
7863,1692 1702 Snead Ave,Chesterton,41.593516117,-87.028364019,IN,Taco Bell
7864,727 E Memorial Blvd,Lakeland,28.054640000000003,-81.94988000000001,FL,Taco Bell
7865,901 971 W Davis St,Conroe,30.313144761999997,-95.468640025,TX,McDonald's
7866,102 Main St,Gorham,43.680858,-70.439336,ME,Burger King
7867,3390 Coachman Rd,Saint Paul,44.833965,-93.179565,MN,Subway
7868,3450 W Tecumseh Rd,Norman,35.261509999999994,-97.49231999999999,OK,SONIC Drive-In
7869,500 Hearon Cir,Spartanburg,34.984948191,-81.97366923,SC,McDonald's
7871,728 Upper Glen St,Glens Falls,43.330376642,-73.674950338,NY,KFC
7872,1939 W Jake Alexander Blvd,Salisbury,35.691988,-80.51269599999999,NC,Bojangles' Famous Chicken 'n Biscuits
7873,789 Main St,Waltham,42.3767,-71.2421,MA,McDonald's
7874,12220 SE 82nd Ave,Happy Valley,45.43417676,-122.57881879799999,OR,Dairy Queen
7875,6410 Sawmill Rd,Columbus,40.0981,-83.0903,OH,Raising Cane's Chicken Fingers
7876,8873 N Chestnut Ave,Fresno,36.864745,-119.738827,CA,Carl's Jr
7877,13205 Whittier Blvd,Whittier,33.96447,-118.03496000000001,CA,Domino's Pizza
7878,358 River St,Hackensack,40.88917465,-74.038520157,NJ,White Manna Hamburgers
7879,714 Vann Dr,Jackson,35.666857,-88.849062,TN,Popeye's Louisiana Kitchen
7880,24440 Alessandro Blvd,Moreno Valley,33.919429666,-117.236088992,CA,Food 4 Less
7881,10099 Highland Rd,Hartland,42.633642,-83.75093299999999,MI,Arby's
7882,800 E Dimond Blvd 025,Anchorage,61.14323525,-149.86685425,AK,Arby's
7883,1496 E 2nd Saint Marketplace,Beaumont,33.923933809,-116.953957405,CA,El Pollo Loco
7884,10722 Whittier Blvd,Whittier,33.9898669,-118.06446299999999,CA,Taco Bell
7885,1701 Knickerbocker Rd,San Angelo,31.43028,-100.45596,TX,Taco Bell
7886,2049 E State St,Hermitage,41.23338,-80.471897,PA,Burger King
7887,327 Ingleside Rd,Princeton,37.359524,-81.098404,WV,Burger King
7888,702 Mcfarland Blvd,Northport,33.23755,-87.56659,FL,Domino's Pizza
7889,3220 Southdale Cir,Minneapolis,44.88219,-93.31981999999999,MN,McDonald's
7890,Aafes Fort Campbell,Fort Campbell,36.66345,-87.47739,KY,Burger King
7891,5730 W Amarillo Blvd,Amarillo,35.21241,-101.90659000000001,TX,McDonald's
7892,7487 N Ida Ave,Portland,45.586771,-122.73853500000001,OR,McDonald's
7893,2201 E State Road 60,Valrico,27.93726,-82.25048000000001,FL,Taco Bell
7894,151 N Ellington Pwky,Lewisburg,35.447222640999996,-86.775777768,TN,Arby's
7895,2751 E Main St,Albert Lea,43.658431,-93.315675,MN,Wendy's
7896,6523 San Pedro Ave,San Antonio,29.498223,-98.49967149999999,TX,SONIC Drive-In
7897,2014 N State Route 53,Fremont,41.3735,-83.11778000000001,OH,McDonald's
7898,904 Riverside Blvd,Norfolk,42.041381412,-97.412149697,NE,Domino's Pizza
7899,7112 Liberty Rd,Gwynn Oak,39.345942,-76.736018,MD,KFC
7900,5419 Deale Churchton Rd,Churchton,38.808067,-76.53923,MD,Domino's Pizza
7901,1212 Pinson St,Birmingham,33.581132000000004,-86.775824,AL,Krystal
7902,1775 Federal Blvd,Denver,39.744904,-105.025709,CO,Pizza Hut
7903,4950 Highway 90A,Sugar Land,29.601204,-95.68244,TX,Taco Bell
7904,665 E Baseline Rd,Phoenix,33.377685,-112.06568600000001,AZ,Burger King
7905,3900 Las Vegas Blvd S,Las Vegas,36.095783000000004,-115.17612,NV,McDonald's
7906,Europlaza,Mormon Lake,17.989019394,-92.965096235,AZ,Subway
7907,13055 W Rancho Santa Fe Blvd,Avondale,33.460702000000005,-112.339782,AZ,McDonald's
7908,202 E Mitchell St,Marshall,39.1119,-93.1947,MO,KFC
7909,2723 N Manheim Rd,Franklin Park,41.9277,-87.884499,IL,Wendy's
7910,2028 Rockaway Pkwy,Brooklyn,40.633444,-73.88940600000001,NY,McDonald's
7911,5555 Youngstown Warren Rd,Niles,41.214575961,-80.75169176600001,OH,Starbucks
7912,220 W Coliseum Blvd,Fort Wayne,41.1186,-85.14192,IN,Arby's
7913,411 Pioneer Ave,Woodland,38.675897,-121.746454,CA,Taco Bell
7914,5153 N 9th Ave,Pensacola,30.474625,-87.2116,FL,Wendy's
7915,97 Gateway Blvd,Rock Springs,41.57827,-109.25005,WY,SONIC Drive-In
7916,19621 Hesperian Blvd,Hayward,37.667496,-122.11956,CA,Five Guys
7917,8045 Watt Ave,Antelope,38.715354999999995,-121.39280600000001,CA,Taco Bell
7918,1247 Demille Rd,Lapeer,43.04332,-83.32166,MI,Jimmy John's
7919,2455 S Archibald Ave,Ontario,34.02899,-117.59238,CA,McDonald's
7920,606 E Main St,Sun Prairie,43.1814,-89.2067,WI,McDonald's
7921,6768 Lake Harbour Dr,Midlothian,37.40467,-77.67090999999999,VA,Wendy's
7922,15500 Detroit Ave,Lakewood,41.485401,-81.805463,OH,Taco Bell
7923,7901 82nd St,Wolfforth,33.519313202,-101.992102861,TX,SONIC Drive-In
7924,10666 Sapp Brothers Dr,Omaha,41.15401,-96.15288000000001,NE,Blimpie Subs & Sandwiches
7925,10058 Atlantic Blvd,Jacksonville,30.322456,-81.53846,FL,Krystal
7926,338 Ogden Ave,Downers Grove,41.809909999999995,-87.98536999999999,IL,Topper's Pizza
7927,579 Troy Schenectady Rd,Latham,42.75501001,-73.759412431,NY,McDonald's
7928,1585 Straight Path,Wyandanch,40.752719,-73.36121800000001,NY,McDonald's
7929,2901 N Ashley St,Valdosta,30.869753999999997,-83.288177,GA,Hardee's
7930,5009 S Arizona Mills Cir,Tempe,33.38386,-111.96133400000001,AZ,El Pollo Loco
7931,5775 Logan St,Denver,39.801505999999996,-104.983453,CO,Wendy's
7932,2001 E Artesia Blvd,Long Beach,33.874697999999995,-118.168682,CA,Jack In The Box
7933,1919 N Main St,Pearland,29.573181652,-95.28618185,TX,McDonald's
7934,3440 S Kingshighway Blvd,Saint Louis,38.596438,-90.270708,MO,Taco Bell
7935,3167 N Milwaukee Ave,Chicago,41.938629999999996,-87.72251999999999,IL,Burger King
7936,1733 N 50th St,Tampa,27.961729229,-82.401536331,FL,KFC
7937,1102 Peoria St,Washington,40.702898,-89.42168199999999,IL,Hardee's
7938,143 E Foothill Blvd,Arcadia,34.151294,-118.026696,CA,McDonald's
7939,1600 Coshocton Ave,Mount Vernon,40.401993422,-82.441642284,OH,DQ Grill & Chill
7940,902 S Green Bay Rd,Neenah,44.171926,-88.484957,WI,Hardee's
7941,11825 Bellaire Blvd,Houston,29.703142,-95.587018,TX,McDonald's
7942,610 W 29th St,San Angelo,31.487709999999996,-100.46113000000001,TX,McDonald's
7943,564 Newtown Rd,Virginia Beach,36.85902,-76.17517,VA,Burger King
7944,71 Fairview Rd.,Stockbridge,33.618990000000004,-84.23474,GA,McDonald's
7945,2501 W Happy Valley Rd,Phoenix,33.712894,-112.109082,AZ,Panda Express
7946,1125 Peachtree Industrial Blvd,Suwanee,34.04854379,-84.093893773,GA,McDonald's
7947,445 W Foothill Blvd,Glendora,34.136284,-117.87176000000001,CA,Del Taco
7948,7440 Firestone Blvd,Downey,33.94704,-118.14761999999999,CA,McDonald's
7949,1400 E 53rd St,Chicago,41.79951,-87.59123000000001,IL,Subway
7950,1734 E Division St,Arlington,32.741075,-97.084149,TX,Jack In The Box
7951,2386 Kiesel Ave,Ogden,41.222941399999996,-111.97164509999999,UT,Brixton's
7952,37510 S Gratiot Ave,Clinton Township,42.5732,-82.8891,MI,Taco Bell
7953,5494 NW 86th St,Johnston,41.65958,-93.73658,IA,McDonald's
7955,1351 N 21st St.,Newark,40.084264605,-82.42830247,OH,McDonald's
7956,504 US Highway 93 S,Hamilton,46.21835,-114.1544,MT,Quiznos Sub
7957,4714 S Expressway 83,Harlingen,26.15997,-97.68191,TX,Jack In The Box
7958,1095 Industrial Pkwy,Saraland,30.801909999999996,-88.098,AL,McDonald's
7959,721 E San Ysidro Blvd,San Ysidro,32.5453,-117.02991000000002,CA,Jack In The Box
7960,630 Winkler Ave,Louisville,38.21056,-85.76921,KY,SONIC Drive-In
7961,10637 Main St,Mantua,41.283339,-81.22404300000001,OH,McDonald's
7962,33 Highway 441 N,Clayton,34.878440000000005,-83.3973,GA,Dairy Queen
7963,1725 N Belt Line Rd,Irving,32.83243,-96.99428,TX,Wendy's
7964,16550 FM 620,Round Rock,30.497019335999997,-97.724026226,TX,Dairy Queen
7965,5245 W Colonial Dr,Orlando,28.552854999999997,-81.451888,FL,Popeye's Louisiana Kitchen
7966,900 Lafollette Ctr N,Floyds Knobs,38.293270577,-85.90481878899999,IN,Taco Bell
7967,3030 Harbor Blvd,Costa Mesa,33.68193,-117.91923999999999,CA,Five Guys
7968,7457 NY State Route 96,Victor,43.006558,-77.444075,NY,Taco Bell
7969,810 Canandaigua Rd,Geneva,42.85699,-77.01323000000001,NY,Taco Bell
7970,3309 Queen City Dr,Charlotte,35.24002,-80.92005999999999,NC,Waffle House
7971,4280 Hwy 49 N,Harrisburg,35.322635960999996,-80.64818811,NC,Hardee's
7972,7 Pershing Dr,Derby,41.33198,-73.08434,CT,KFC
7973,2207 Highway 67 S,Pocahontas,36.243464,-90.958178,AR,Wendy's
7974,596 N Reilly Rd,Fayetteville,35.097393,-79.011116,NC,Domino's Pizza
7975,3039 William St,Cape Girardeau,37.30024,-89.56952,MO,Taco Bell
7976,4411 San Mateo Blvd N E,Albuquerque,35.13208958,-106.58706799999999,NM,Firehouse Subs
7977,140 Main St,Westbrook,43.678150177,-70.33592987,ME,KFC
7978,451 Hegenberger Rd,Oakland,37.73727,-122.1971,CA,Del Taco
7979,2 Jalan Sungai Burung 32/68 (seksyen 32),Orlando,2.9993091389999997,101.528248596,KY,KFC
7980,11210 W Airport Blvd,Stafford,29.643881,-95.57355799999999,TX,McDonald's
7981,2954 Dale Blvd,Woodbridge,38.627339,-77.301262,VA,Popeye's Louisiana Kitchen
7982,17005 Roscoe Blvd,Northridge,34.22128,-118.50352,CA,Peking Wok
7983,6370 Babcock Rd,San Antonio,29.543568,-98.61449300000001,TX,Redbox
7984,6900 Nw Expy,Oklahoma City,35.556120936999996,-97.63547791799999,OK,Five Guys
7985,10537 E Washington St,Indianapolis,39.77376482,-85.97924784899999,IN,Panda Express
7986,1621 Cecil B Moore Ave,Philadelphia,39.97945,-75.16203,PA,Pop-A-Nugget
7987,19911 Frederick Rd,Germantown,39.182588482,-77.238059577,MD,Subway
7988,803 W Dixon Blvd,Shelby,35.28257,-81.55593,NC,Bojangles' Famous Chicken 'n Biscuits
7989,1634 W Glenoaks Blvd,Glendale,34.170497,-118.28943400000001,CA,McDonald's
7990,801 N Congress Ave,Boynton Beach,26.535421999999997,-80.09075899999999,FL,Wendy's
7991,15901 S Post Oak Rd,Houston,29.595323999999998,-95.467043,TX,Subway
7992,8208 Quinault Dr NE,Olympia,47.061527000000005,-122.76646799999999,WA,Taco Time
7993,825 Dulaney Valley Rd,Towson,39.405159999999995,-76.60139000000001,MD,Chick-Fil-A
7994,2601 32nd Ave S,Fargo,46.83285,-96.82275,ND,Taco John's
7995,5170 Reidsville Rd,Walkertown,36.1637,-80.1386,NC,Wendy's
7996,4660 Peoria St,Denver,39.78111,-104.84567,CO,Subway
7997,430 Main Ave,Norwalk,41.147265999999995,-73.42635,CT,Roly Poly
7998,6009 W. Reno Ave,Oklahoma City,35.46481,-97.62062,OK,Arby's
7999,3737 Pacific Coast Hwy,Torrance,33.804998,-118.35067099999999,CA,Panda Express
8000,14995 N 87th St,Scottsdale,33.621196999999995,-111.89218799999999,AZ,Chick-Fil-A
8001,2693 El Camino Real,Redwood City,37.47222,-122.21558999999999,CA,Taco Bell
8002,191 Newport Ave,Quincy,42.269911,-71.02426,MA,Wendy's
8003,1313 S Wolfe Rd,Sunnyvale,37.351091,-122.01466299999998,CA,Wendy's
8004,3101 E Magic View Dr,Meridian,43.599747,-116.35601899999999,ID,Del Taco
8005,24985 Elder Ave,Moreno Valley,33.940828541,-117.2268905,CA,Jack In The Box
8006,1810 Winderly Ln,Pickerington,39.9298,-82.79,OH,KFC
8007,184 Spencer St,Manchester,41.766890000000004,-72.56815,CT,McDonald's
8008,502 Pottstown Ave,Pennsburg,40.3931,-75.5019,PA,McDonald's
8009,209 Daniel Webster Hwy,Meredith,43.64736,-71.50032,NH,McDonald's
8010,13312 Wicker Ave,Cedar Lake,41.376978,-87.469995,IN,McDonald's
8011,4309 Wisconsin Ave NW,Washington,38.9452,-77.0779,DC,Popeye's Louisiana Kitchen
8012,1707 Lincoln St,Concordia,39.560371999999994,-97.657358,KS,KFC
8013,215 N Interstate 45 Service Rd,Hutchins,32.650059999999996,-96.70911,TX,Whataburger
8014,6305 Cottage Hill Rd,Mobile,30.640166999999998,-88.19096400000001,AL,Subway
8015,947 N LA Brea Ave,Inglewood,33.97524,-118.358317,CA,Subway
8016,8719 Sancus Blvd,Columbus,40.142140000000005,-82.99206,OH,Penn Station East Coast Subs
8017,5080 W Atlantic Ave,Delray Beach,26.4577,-80.1238,FL,Burger King
8018,101 Davita Dr,Milford,41.352062,-74.73220400000001,PA,Taco Bell
8019,1575 N Victory Pl,Burbank,34.190544,-118.32783500000001,CA,Wendy's
8020,2225 Wyoming Blvd NE,Albuquerque,35.107358000000005,-106.550904,NM,Subway
8021,452 W Finnie Flat Rd,Camp Verde,34.565712,-111.86179399999999,AZ,Domino's Pizza
8022,3201 S Broadway,Edmond,35.624943,-97.486526,OK,KFC
8023,680 E 12300 S,Draper,40.526694,-111.87221000000001,UT,KFC
8024,1650 Vfw Pkwy,West Roxbury,42.264412,-71.167991,MA,McDonald's
8025,10939 Garvey Ave,South El Monte,34.0630044,-118.03682040000001,CA,Wienerschnitzel
8026,500 Pittsfield Rd,Lenox,42.40503,-73.26413000000001,MA,Burger King
8027,110 Garfield Pkwy,Bethany Beach,38.538363016999995,-75.056023938,DE,Thrasher's French Fries
8028,11321 Polo Pl,Midlothian,37.525141,-77.606356,VA,Burger King
8029,12943 Brady Rd,Chesaning,43.186405,-84.167388,MI,McDonald's
8030,340 New Lancaster Rd,Leominster,42.49508,-71.72896999999999,MA,McDonald's
8031,1916 Central Ave SE,Albuquerque,35.08093,-106.62467,NM,BLIMPIE
8032,503 W Cold Spring Ln,Baltimore,39.344628711,-76.631148862,MD,Subway
8033,4911 Vine St,Cincinnati,39.169345,-84.498274,OH,Gold Star Chili
8034,910 N Main St,Lancaster,34.7303,-80.7768,SC,Arby's
8035,3120 N 14th St,Bismarck,46.840121999999994,-100.771975,ND,Wendy's
8036,9975 NW Glencoe Rd,North Plains,45.592594,-122.997096,OR,McDonald's
8037,43RD And Glendale,Denver,39.701013700000004,-104.9367713,CO,McDonald's
8038,4901 Gibson Blvd SE,Albuquerque,35.058529,-106.58831299999999,NM,Taco Bell
8039,535 Huffman Mill Rd,Burlington,36.07399,-79.4908,NC,McDonald's
8040,4039 Arendell St,Morehead City,34.726019,-76.76643100000001,NC,Taco Bell
8041,2619 W Waters Ave,Tampa,28.0254,-82.4861,FL,Popeye's Louisiana Kitchen
8042,8001 Nw Expy,Oklahoma City,35.566514289000004,-97.656708955,OK,McDonald's
8043,1525 Glenn School Rd,Durham,36.02851,-78.84378000000001,NC,Subway
8044,1727 S Georgia Pkwy E,Waycross,31.20869,-82.38417700000001,GA,Subway
8045,314 Westport Ave,Norwalk,41.124924,-73.393875,CT,Garden Catering
8046,13554 W Van Buren St,Goodyear,33.449852,-112.35067,AZ,Church's Chicken
8047,11880 N Central Expy,Dallas,32.911068,-96.76783,TX,Whataburger
8048,161 S Pine St,Spartanburg,34.950739,-81.918285,SC,Arby's
8049,2500 E Pacific Coast Hwy,Long Beach,33.789609999999996,-118.16206000000001,CA,Taco Bell
8051,1620 El Paseo Rd,Las Cruces,32.29375,-106.76812,NM,McDonald's
8052,599 Divisadero St,San Francisco,37.774911703,-122.437940399,CA,Popeyes Louisiana Kitchen
8053,1250 S Main St,Greensburg,40.282468,-79.5501,PA,Burger King
8054,1945 El Dorado Blvd,Houston,29.578530999999998,-95.121706,TX,KFC
8055,1304 W Screven St,Quitman,30.785020000000003,-83.57172,GA,Burger King
8056,6501 35th Ave SW,Seattle,47.544658,-122.376407,WA,Pizza Hut
8057,3401 Fort Campbell Blvd,Clarksville,36.63883,-87.43567,TN,Wendy's
8058,2422 19th St,Lubbock,33.577847999999996,-101.86940600000001,TX,Arby's
8059,5385 Fairington Rd,Lithonia,33.700899,-84.169873,GA,Taco Bell
8060,3355 S Wadsworth Blvd,Denver,39.655159999999995,-105.08136,CO,Subway
8061,10131 W Bowles Ave,Littleton,39.610034999999996,-105.11178000000001,CO,Pizza Hut
8062,3000 Yorba Linda Blvd,Fullerton,33.88908,-117.87454,CA,Pizza Hut
8063,2259 S 9th St,Salina,38.801135601,-97.60955232299999,KS,Taco John's
8064,2 Sagamore Pkwy N,Lafayette,40.418265999999996,-86.858339,IN,Steak 'N Shake
8065,1275 Town Centre Dr,Saint Paul,44.833001,-93.160209,MN,Burger King
8066,7185 E Point Douglas Rd S,Cottage Grove,44.83113,-92.96049000000001,MN,Arby's
8067,32500 John R Rd,Madison Heights,42.531058,-83.106904,MI,Wendy's
8068,6252 Hwy 20,Lucerne,39.089741411999995,-122.795261093,CA,Foster's Freeze
8069,1728 S Western Ave,Los Angeles,34.041290000000004,-118.30891000000001,CA,Subway
