,year,state,state_name,age_pc,Data_Value_Alt,Question,Sample_Size,Total,Age,GeoLocation,LocationID,StratificationCategory1,Stratification1
159,2015,IA,Iowa,40.0,40.0,Percent of adults aged 18 years and older who have an overweight classification,1314.0,,55 - 64,"(42.46940091300047, -93.81649055599968)",19,Age (years),55 - 64
160,2015,KS,Kansas,22.1,22.1,Percent of adults aged 18 years and older who have obesity,1238.0,,18 - 24,"(38.34774030000045, -98.20078122699965)",20,Age (years),18 - 24
161,2015,KS,Kansas,30.5,30.5,Percent of adults aged 18 years and older who have obesity,7093.0,,65 or older,"(38.34774030000045, -98.20078122699965)",20,Age (years),65 or older
162,2015,KS,Kansas,38.0,38.0,Percent of adults aged 18 years and older who have obesity,2509.0,,35 - 44,"(38.34774030000045, -98.20078122699965)",20,Age (years),35 - 44
163,2015,KS,Kansas,38.8,38.8,Percent of adults aged 18 years and older who have obesity,4643.0,,55 - 64,"(38.34774030000045, -98.20078122699965)",20,Age (years),55 - 64
164,2015,KS,Kansas,39.1,39.1,Percent of adults aged 18 years and older who have obesity,3294.0,,45 - 54,"(38.34774030000045, -98.20078122699965)",20,Age (years),45 - 54
165,2015,KS,Kansas,25.6,25.6,Percent of adults aged 18 years and older who have an overweight classification,1238.0,,18 - 24,"(38.34774030000045, -98.20078122699965)",20,Age (years),18 - 24
166,2015,KS,Kansas,34.3,34.3,Percent of adults aged 18 years and older who have an overweight classification,2509.0,,35 - 44,"(38.34774030000045, -98.20078122699965)",20,Age (years),35 - 44
167,2015,KS,Kansas,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,4643.0,,55 - 64,"(38.34774030000045, -98.20078122699965)",20,Age (years),55 - 64
168,2015,KS,Kansas,36.2,36.2,Percent of adults aged 18 years and older who have an overweight classification,3294.0,,45 - 54,"(38.34774030000045, -98.20078122699965)",20,Age (years),45 - 54
169,2015,KS,Kansas,38.4,38.4,Percent of adults aged 18 years and older who have an overweight classification,7093.0,,65 or older,"(38.34774030000045, -98.20078122699965)",20,Age (years),65 or older
170,2015,KY,Kentucky,17.8,17.8,Percent of adults aged 18 years and older who have obesity,478.0,,18 - 24,"(37.645970271000465, -84.77497104799966)",21,Age (years),18 - 24
171,2015,KY,Kentucky,31.2,31.2,Percent of adults aged 18 years and older who have obesity,2722.0,,65 or older,"(37.645970271000465, -84.77497104799966)",21,Age (years),65 or older
172,2015,KY,Kentucky,37.5,37.5,Percent of adults aged 18 years and older who have obesity,861.0,,35 - 44,"(37.645970271000465, -84.77497104799966)",21,Age (years),35 - 44
173,2015,KY,Kentucky,40.3,40.3,Percent of adults aged 18 years and older who have obesity,1995.0,,55 - 64,"(37.645970271000465, -84.77497104799966)",21,Age (years),55 - 64
174,2015,KY,Kentucky,40.6,40.6,Percent of adults aged 18 years and older who have obesity,1372.0,,45 - 54,"(37.645970271000465, -84.77497104799966)",21,Age (years),45 - 54
175,2015,KY,Kentucky,27.1,27.1,Percent of adults aged 18 years and older who have an overweight classification,478.0,,18 - 24,"(37.645970271000465, -84.77497104799966)",21,Age (years),18 - 24
176,2015,KY,Kentucky,30.0,30.0,Percent of adults aged 18 years and older who have an overweight classification,861.0,,35 - 44,"(37.645970271000465, -84.77497104799966)",21,Age (years),35 - 44
177,2015,KY,Kentucky,32.0,32.0,Percent of adults aged 18 years and older who have an overweight classification,1372.0,,45 - 54,"(37.645970271000465, -84.77497104799966)",21,Age (years),45 - 54
178,2015,KY,Kentucky,33.8,33.8,Percent of adults aged 18 years and older who have an overweight classification,1995.0,,55 - 64,"(37.645970271000465, -84.77497104799966)",21,Age (years),55 - 64
179,2015,KY,Kentucky,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,2722.0,,65 or older,"(37.645970271000465, -84.77497104799966)",21,Age (years),65 or older
180,2015,LA,Louisiana,29.1,29.1,Percent of adults aged 18 years and older who have obesity,242.0,,18 - 24,"(31.31266064400046, -92.44568007099969)",22,Age (years),18 - 24
181,2015,LA,Louisiana,33.6,33.6,Percent of adults aged 18 years and older who have obesity,1483.0,,65 or older,"(31.31266064400046, -92.44568007099969)",22,Age (years),65 or older
182,2015,LA,Louisiana,39.8,39.8,Percent of adults aged 18 years and older who have obesity,993.0,,55 - 64,"(31.31266064400046, -92.44568007099969)",22,Age (years),55 - 64
183,2015,LA,Louisiana,41.6,41.6,Percent of adults aged 18 years and older who have obesity,687.0,,45 - 54,"(31.31266064400046, -92.44568007099969)",22,Age (years),45 - 54
184,2015,LA,Louisiana,44.5,44.5,Percent of adults aged 18 years and older who have obesity,478.0,,35 - 44,"(31.31266064400046, -92.44568007099969)",22,Age (years),35 - 44
185,2015,LA,Louisiana,29.3,29.3,Percent of adults aged 18 years and older who have an overweight classification,478.0,,35 - 44,"(31.31266064400046, -92.44568007099969)",22,Age (years),35 - 44
186,2015,LA,Louisiana,30.3,30.3,Percent of adults aged 18 years and older who have an overweight classification,242.0,,18 - 24,"(31.31266064400046, -92.44568007099969)",22,Age (years),18 - 24
187,2015,LA,Louisiana,32.1,32.1,Percent of adults aged 18 years and older who have an overweight classification,993.0,,55 - 64,"(31.31266064400046, -92.44568007099969)",22,Age (years),55 - 64
188,2015,LA,Louisiana,34.7,34.7,Percent of adults aged 18 years and older who have an overweight classification,687.0,,45 - 54,"(31.31266064400046, -92.44568007099969)",22,Age (years),45 - 54
189,2015,LA,Louisiana,37.8,37.8,Percent of adults aged 18 years and older who have an overweight classification,1483.0,,65 or older,"(31.31266064400046, -92.44568007099969)",22,Age (years),65 or older
190,2015,ME,Maine,22.5,22.5,Percent of adults aged 18 years and older who have obesity,295.0,,18 - 24,"(45.254228894000505, -68.98503133599962)",23,Age (years),18 - 24
191,2015,ME,Maine,29.0,29.0,Percent of adults aged 18 years and older who have obesity,3246.0,,65 or older,"(45.254228894000505, -68.98503133599962)",23,Age (years),65 or older
192,2015,ME,Maine,31.8,31.8,Percent of adults aged 18 years and older who have obesity,1413.0,,45 - 54,"(45.254228894000505, -68.98503133599962)",23,Age (years),45 - 54
193,2015,ME,Maine,33.0,33.0,Percent of adults aged 18 years and older who have obesity,889.0,,35 - 44,"(45.254228894000505, -68.98503133599962)",23,Age (years),35 - 44
194,2015,ME,Maine,33.5,33.5,Percent of adults aged 18 years and older who have obesity,2158.0,,55 - 64,"(45.254228894000505, -68.98503133599962)",23,Age (years),55 - 64
195,2015,ME,Maine,21.8,21.8,Percent of adults aged 18 years and older who have an overweight classification,295.0,,18 - 24,"(45.254228894000505, -68.98503133599962)",23,Age (years),18 - 24
196,2015,ME,Maine,36.2,36.2,Percent of adults aged 18 years and older who have an overweight classification,889.0,,35 - 44,"(45.254228894000505, -68.98503133599962)",23,Age (years),35 - 44
197,2015,ME,Maine,38.6,38.6,Percent of adults aged 18 years and older who have an overweight classification,2158.0,,55 - 64,"(45.254228894000505, -68.98503133599962)",23,Age (years),55 - 64
198,2015,ME,Maine,39.1,39.1,Percent of adults aged 18 years and older who have an overweight classification,1413.0,,45 - 54,"(45.254228894000505, -68.98503133599962)",23,Age (years),45 - 54
199,2015,ME,Maine,39.6,39.6,Percent of adults aged 18 years and older who have an overweight classification,3246.0,,65 or older,"(45.254228894000505, -68.98503133599962)",23,Age (years),65 or older
200,2015,MD,Maryland,10.3,10.3,Percent of adults aged 18 years and older who have obesity,297.0,,18 - 24,"(39.29058096400047, -76.60926011099963)",24,Age (years),18 - 24
201,2015,MD,Maryland,29.4,29.4,Percent of adults aged 18 years and older who have obesity,4626.0,,65 or older,"(39.29058096400047, -76.60926011099963)",24,Age (years),65 or older
202,2015,MD,Maryland,30.7,30.7,Percent of adults aged 18 years and older who have obesity,1139.0,,35 - 44,"(39.29058096400047, -76.60926011099963)",24,Age (years),35 - 44
203,2015,MD,Maryland,33.7,33.7,Percent of adults aged 18 years and older who have obesity,2678.0,,55 - 64,"(39.29058096400047, -76.60926011099963)",24,Age (years),55 - 64
204,2015,MD,Maryland,35.1,35.1,Percent of adults aged 18 years and older who have obesity,2008.0,,45 - 54,"(39.29058096400047, -76.60926011099963)",24,Age (years),45 - 54
205,2015,MN,Minnesota,30.2,30.2,Percent of adults aged 18 years and older who have obesity,3460.0,,55 - 64,"(46.35564873600049, -94.79420050299967)",27,Age (years),55 - 64
206,2015,MD,Maryland,27.5,27.5,Percent of adults aged 18 years and older who have an overweight classification,297.0,,18 - 24,"(39.29058096400047, -76.60926011099963)",24,Age (years),18 - 24
207,2015,MD,Maryland,35.2,35.2,Percent of adults aged 18 years and older who have an overweight classification,1139.0,,35 - 44,"(39.29058096400047, -76.60926011099963)",24,Age (years),35 - 44
208,2015,MD,Maryland,37.7,37.7,Percent of adults aged 18 years and older who have an overweight classification,4626.0,,65 or older,"(39.29058096400047, -76.60926011099963)",24,Age (years),65 or older
209,2015,MD,Maryland,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,2678.0,,55 - 64,"(39.29058096400047, -76.60926011099963)",24,Age (years),55 - 64
210,2015,MD,Maryland,39.6,39.6,Percent of adults aged 18 years and older who have an overweight classification,2008.0,,45 - 54,"(39.29058096400047, -76.60926011099963)",24,Age (years),45 - 54
211,2015,MA,Massachusetts,10.6,10.6,Percent of adults aged 18 years and older who have obesity,575.0,,18 - 24,"(42.27687047000046, -72.08269067499964)",25,Age (years),18 - 24
212,2015,MA,Massachusetts,24.2,24.2,Percent of adults aged 18 years and older who have obesity,971.0,,35 - 44,"(42.27687047000046, -72.08269067499964)",25,Age (years),35 - 44
213,2015,MA,Massachusetts,25.2,25.2,Percent of adults aged 18 years and older who have obesity,2430.0,,65 or older,"(42.27687047000046, -72.08269067499964)",25,Age (years),65 or older
214,2015,MA,Massachusetts,29.8,29.8,Percent of adults aged 18 years and older who have obesity,1712.0,,55 - 64,"(42.27687047000046, -72.08269067499964)",25,Age (years),55 - 64
215,2015,MA,Massachusetts,30.0,30.0,Percent of adults aged 18 years and older who have obesity,1524.0,,45 - 54,"(42.27687047000046, -72.08269067499964)",25,Age (years),45 - 54
216,2015,MA,Massachusetts,22.6,22.6,Percent of adults aged 18 years and older who have an overweight classification,575.0,,18 - 24,"(42.27687047000046, -72.08269067499964)",25,Age (years),18 - 24
217,2015,MA,Massachusetts,36.7,36.7,Percent of adults aged 18 years and older who have an overweight classification,971.0,,35 - 44,"(42.27687047000046, -72.08269067499964)",25,Age (years),35 - 44
218,2015,MA,Massachusetts,37.3,37.3,Percent of adults aged 18 years and older who have an overweight classification,1524.0,,45 - 54,"(42.27687047000046, -72.08269067499964)",25,Age (years),45 - 54
219,2015,MA,Massachusetts,37.3,37.3,Percent of adults aged 18 years and older who have an overweight classification,2430.0,,65 or older,"(42.27687047000046, -72.08269067499964)",25,Age (years),65 or older
220,2015,MA,Massachusetts,41.3,41.3,Percent of adults aged 18 years and older who have an overweight classification,1712.0,,55 - 64,"(42.27687047000046, -72.08269067499964)",25,Age (years),55 - 64
221,2015,MI,Michigan,16.4,16.4,Percent of adults aged 18 years and older who have obesity,616.0,,18 - 24,"(44.6613195430005, -84.71439026999968)",26,Age (years),18 - 24
222,2015,MI,Michigan,30.0,30.0,Percent of adults aged 18 years and older who have obesity,2691.0,,65 or older,"(44.6613195430005, -84.71439026999968)",26,Age (years),65 or older
223,2015,MI,Michigan,34.6,34.6,Percent of adults aged 18 years and older who have obesity,1848.0,,55 - 64,"(44.6613195430005, -84.71439026999968)",26,Age (years),55 - 64
224,2015,MI,Michigan,35.7,35.7,Percent of adults aged 18 years and older who have obesity,1415.0,,45 - 54,"(44.6613195430005, -84.71439026999968)",26,Age (years),45 - 54
225,2015,MI,Michigan,37.8,37.8,Percent of adults aged 18 years and older who have obesity,934.0,,35 - 44,"(44.6613195430005, -84.71439026999968)",26,Age (years),35 - 44
226,2015,MI,Michigan,24.9,24.9,Percent of adults aged 18 years and older who have an overweight classification,616.0,,18 - 24,"(44.6613195430005, -84.71439026999968)",26,Age (years),18 - 24
227,2015,MI,Michigan,32.8,32.8,Percent of adults aged 18 years and older who have an overweight classification,934.0,,35 - 44,"(44.6613195430005, -84.71439026999968)",26,Age (years),35 - 44
228,2015,MI,Michigan,35.6,35.6,Percent of adults aged 18 years and older who have an overweight classification,1415.0,,45 - 54,"(44.6613195430005, -84.71439026999968)",26,Age (years),45 - 54
229,2015,MI,Michigan,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,1848.0,,55 - 64,"(44.6613195430005, -84.71439026999968)",26,Age (years),55 - 64
230,2015,MI,Michigan,39.9,39.9,Percent of adults aged 18 years and older who have an overweight classification,2691.0,,65 or older,"(44.6613195430005, -84.71439026999968)",26,Age (years),65 or older
231,2015,MN,Minnesota,13.1,13.1,Percent of adults aged 18 years and older who have obesity,993.0,,18 - 24,"(46.35564873600049, -94.79420050299967)",27,Age (years),18 - 24
232,2015,MN,Minnesota,28.3,28.3,Percent of adults aged 18 years and older who have obesity,1942.0,,35 - 44,"(46.35564873600049, -94.79420050299967)",27,Age (years),35 - 44
233,2015,MN,Minnesota,28.5,28.5,Percent of adults aged 18 years and older who have obesity,4688.0,,65 or older,"(46.35564873600049, -94.79420050299967)",27,Age (years),65 or older
234,2015,MN,Minnesota,31.7,31.7,Percent of adults aged 18 years and older who have obesity,2647.0,,45 - 54,"(46.35564873600049, -94.79420050299967)",27,Age (years),45 - 54
235,2015,MN,Minnesota,25.2,25.2,Percent of adults aged 18 years and older who have an overweight classification,993.0,,18 - 24,"(46.35564873600049, -94.79420050299967)",27,Age (years),18 - 24
236,2015,MN,Minnesota,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,1942.0,,35 - 44,"(46.35564873600049, -94.79420050299967)",27,Age (years),35 - 44
237,2015,MN,Minnesota,38.5,38.5,Percent of adults aged 18 years and older who have an overweight classification,2647.0,,45 - 54,"(46.35564873600049, -94.79420050299967)",27,Age (years),45 - 54
238,2015,MN,Minnesota,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,3460.0,,55 - 64,"(46.35564873600049, -94.79420050299967)",27,Age (years),55 - 64
239,2015,MN,Minnesota,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,4688.0,,65 or older,"(46.35564873600049, -94.79420050299967)",27,Age (years),65 or older
240,2015,MS,Mississippi,30.8,30.8,Percent of adults aged 18 years and older who have obesity,2291.0,,65 or older,"(32.745510099000455, -89.53803082499968)",28,Age (years),65 or older
241,2015,MS,Mississippi,32.8,32.8,Percent of adults aged 18 years and older who have obesity,224.0,,18 - 24,"(32.745510099000455, -89.53803082499968)",28,Age (years),18 - 24
242,2015,MS,Mississippi,36.7,36.7,Percent of adults aged 18 years and older who have obesity,1302.0,,55 - 64,"(32.745510099000455, -89.53803082499968)",28,Age (years),55 - 64
243,2015,MS,Mississippi,37.0,37.0,Percent of adults aged 18 years and older who have obesity,823.0,,45 - 54,"(32.745510099000455, -89.53803082499968)",28,Age (years),45 - 54
244,2015,MS,Mississippi,44.3,44.3,Percent of adults aged 18 years and older who have obesity,571.0,,35 - 44,"(32.745510099000455, -89.53803082499968)",28,Age (years),35 - 44
245,2015,MS,Mississippi,21.9,21.9,Percent of adults aged 18 years and older who have an overweight classification,224.0,,18 - 24,"(32.745510099000455, -89.53803082499968)",28,Age (years),18 - 24
246,2015,MS,Mississippi,34.4,34.4,Percent of adults aged 18 years and older who have an overweight classification,571.0,,35 - 44,"(32.745510099000455, -89.53803082499968)",28,Age (years),35 - 44
247,2015,MS,Mississippi,37.0,37.0,Percent of adults aged 18 years and older who have an overweight classification,1302.0,,55 - 64,"(32.745510099000455, -89.53803082499968)",28,Age (years),55 - 64
248,2015,MS,Mississippi,37.0,37.0,Percent of adults aged 18 years and older who have an overweight classification,2291.0,,65 or older,"(32.745510099000455, -89.53803082499968)",28,Age (years),65 or older
249,2015,MS,Mississippi,40.4,40.4,Percent of adults aged 18 years and older who have an overweight classification,823.0,,45 - 54,"(32.745510099000455, -89.53803082499968)",28,Age (years),45 - 54
250,2015,MO,Missouri,21.4,21.4,Percent of adults aged 18 years and older who have obesity,381.0,,18 - 24,"(38.635790776000476, -92.56630005299968)",29,Age (years),18 - 24
251,2015,MO,Missouri,29.4,29.4,Percent of adults aged 18 years and older who have obesity,2606.0,,65 or older,"(38.635790776000476, -92.56630005299968)",29,Age (years),65 or older
252,2015,MO,Missouri,35.3,35.3,Percent of adults aged 18 years and older who have obesity,1043.0,,45 - 54,"(38.635790776000476, -92.56630005299968)",29,Age (years),45 - 54
253,2015,MO,Missouri,38.7,38.7,Percent of adults aged 18 years and older who have obesity,1431.0,,55 - 64,"(38.635790776000476, -92.56630005299968)",29,Age (years),55 - 64
254,2015,MO,Missouri,39.8,39.8,Percent of adults aged 18 years and older who have obesity,668.0,,35 - 44,"(38.635790776000476, -92.56630005299968)",29,Age (years),35 - 44
255,2015,MO,Missouri,22.3,22.3,Percent of adults aged 18 years and older who have an overweight classification,381.0,,18 - 24,"(38.635790776000476, -92.56630005299968)",29,Age (years),18 - 24
256,2015,MO,Missouri,33.2,33.2,Percent of adults aged 18 years and older who have an overweight classification,668.0,,35 - 44,"(38.635790776000476, -92.56630005299968)",29,Age (years),35 - 44
257,2015,MO,Missouri,36.5,36.5,Percent of adults aged 18 years and older who have an overweight classification,1043.0,,45 - 54,"(38.635790776000476, -92.56630005299968)",29,Age (years),45 - 54
258,2015,MO,Missouri,36.8,36.8,Percent of adults aged 18 years and older who have an overweight classification,1431.0,,55 - 64,"(38.635790776000476, -92.56630005299968)",29,Age (years),55 - 64
259,2015,MO,Missouri,38.9,38.9,Percent of adults aged 18 years and older who have an overweight classification,2606.0,,65 or older,"(38.635790776000476, -92.56630005299968)",29,Age (years),65 or older
260,2015,MT,Montana,12.9,12.9,Percent of adults aged 18 years and older who have obesity,284.0,,18 - 24,"(47.06652897200047, -109.42442064499971)",30,Age (years),18 - 24
261,2015,MT,Montana,23.2,23.2,Percent of adults aged 18 years and older who have obesity,2173.0,,65 or older,"(47.06652897200047, -109.42442064499971)",30,Age (years),65 or older
262,2015,MT,Montana,25.3,25.3,Percent of adults aged 18 years and older who have obesity,526.0,,35 - 44,"(47.06652897200047, -109.42442064499971)",30,Age (years),35 - 44
263,2015,MT,Montana,26.8,26.8,Percent of adults aged 18 years and older who have obesity,1342.0,,55 - 64,"(47.06652897200047, -109.42442064499971)",30,Age (years),55 - 64
264,2015,MT,Montana,30.2,30.2,Percent of adults aged 18 years and older who have obesity,779.0,,45 - 54,"(47.06652897200047, -109.42442064499971)",30,Age (years),45 - 54
265,2015,MT,Montana,22.2,22.2,Percent of adults aged 18 years and older who have an overweight classification,284.0,,18 - 24,"(47.06652897200047, -109.42442064499971)",30,Age (years),18 - 24
266,2015,MT,Montana,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,1342.0,,55 - 64,"(47.06652897200047, -109.42442064499971)",30,Age (years),55 - 64
267,2015,MT,Montana,39.0,39.0,Percent of adults aged 18 years and older who have an overweight classification,2173.0,,65 or older,"(47.06652897200047, -109.42442064499971)",30,Age (years),65 or older
268,2015,MT,Montana,40.6,40.6,Percent of adults aged 18 years and older who have an overweight classification,526.0,,35 - 44,"(47.06652897200047, -109.42442064499971)",30,Age (years),35 - 44
269,2015,MT,Montana,40.9,40.9,Percent of adults aged 18 years and older who have an overweight classification,779.0,,45 - 54,"(47.06652897200047, -109.42442064499971)",30,Age (years),45 - 54
270,2015,NE,Nebraska,15.1,15.1,Percent of adults aged 18 years and older who have obesity,957.0,,18 - 24,"(41.6410409880005, -99.36572062299967)",31,Age (years),18 - 24
271,2015,NE,Nebraska,32.0,32.0,Percent of adults aged 18 years and older who have obesity,5699.0,,65 or older,"(41.6410409880005, -99.36572062299967)",31,Age (years),65 or older
272,2015,NE,Nebraska,33.6,33.6,Percent of adults aged 18 years and older who have obesity,1797.0,,35 - 44,"(41.6410409880005, -99.36572062299967)",31,Age (years),35 - 44
273,2015,NE,Nebraska,36.5,36.5,Percent of adults aged 18 years and older who have obesity,3581.0,,55 - 64,"(41.6410409880005, -99.36572062299967)",31,Age (years),55 - 64
274,2015,NE,Nebraska,38.3,38.3,Percent of adults aged 18 years and older who have obesity,2577.0,,45 - 54,"(41.6410409880005, -99.36572062299967)",31,Age (years),45 - 54
275,2015,NE,Nebraska,28.6,28.6,Percent of adults aged 18 years and older who have an overweight classification,957.0,,18 - 24,"(41.6410409880005, -99.36572062299967)",31,Age (years),18 - 24
276,2015,NE,Nebraska,36.2,36.2,Percent of adults aged 18 years and older who have an overweight classification,2577.0,,45 - 54,"(41.6410409880005, -99.36572062299967)",31,Age (years),45 - 54
277,2015,NE,Nebraska,37.6,37.6,Percent of adults aged 18 years and older who have an overweight classification,1797.0,,35 - 44,"(41.6410409880005, -99.36572062299967)",31,Age (years),35 - 44
278,2015,NE,Nebraska,37.9,37.9,Percent of adults aged 18 years and older who have an overweight classification,3581.0,,55 - 64,"(41.6410409880005, -99.36572062299967)",31,Age (years),55 - 64
279,2015,NE,Nebraska,38.1,38.1,Percent of adults aged 18 years and older who have an overweight classification,5699.0,,65 or older,"(41.6410409880005, -99.36572062299967)",31,Age (years),65 or older
280,2015,NV,Nevada,11.4,11.4,Percent of adults aged 18 years and older who have obesity,157.0,,18 - 24,"(39.493240390000494, -117.07184056399967)",32,Age (years),18 - 24
281,2015,NV,Nevada,23.9,23.9,Percent of adults aged 18 years and older who have obesity,1011.0,,65 or older,"(39.493240390000494, -117.07184056399967)",32,Age (years),65 or older
282,2015,NV,Nevada,26.5,26.5,Percent of adults aged 18 years and older who have obesity,309.0,,35 - 44,"(39.493240390000494, -117.07184056399967)",32,Age (years),35 - 44
283,2015,NV,Nevada,29.4,29.4,Percent of adults aged 18 years and older who have obesity,567.0,,55 - 64,"(39.493240390000494, -117.07184056399967)",32,Age (years),55 - 64
284,2015,NV,Nevada,35.6,35.6,Percent of adults aged 18 years and older who have obesity,411.0,,45 - 54,"(39.493240390000494, -117.07184056399967)",32,Age (years),45 - 54
285,2015,NV,Nevada,20.9,20.9,Percent of adults aged 18 years and older who have an overweight classification,157.0,,18 - 24,"(39.493240390000494, -117.07184056399967)",32,Age (years),18 - 24
286,2015,NV,Nevada,38.3,38.3,Percent of adults aged 18 years and older who have an overweight classification,411.0,,45 - 54,"(39.493240390000494, -117.07184056399967)",32,Age (years),45 - 54
287,2015,NV,Nevada,39.3,39.3,Percent of adults aged 18 years and older who have an overweight classification,1011.0,,65 or older,"(39.493240390000494, -117.07184056399967)",32,Age (years),65 or older
288,2015,NV,Nevada,42.0,42.0,Percent of adults aged 18 years and older who have an overweight classification,567.0,,55 - 64,"(39.493240390000494, -117.07184056399967)",32,Age (years),55 - 64
289,2015,NV,Nevada,43.1,43.1,Percent of adults aged 18 years and older who have an overweight classification,309.0,,35 - 44,"(39.493240390000494, -117.07184056399967)",32,Age (years),35 - 44
290,2015,NH,New Hampshire,19.9,19.9,Percent of adults aged 18 years and older who have obesity,198.0,,18 - 24,"(43.65595011300047, -71.50036091999965)",33,Age (years),18 - 24
291,2015,NH,New Hampshire,27.1,27.1,Percent of adults aged 18 years and older who have obesity,1066.0,,45 - 54,"(43.65595011300047, -71.50036091999965)",33,Age (years),45 - 54
292,2015,NH,New Hampshire,27.8,27.8,Percent of adults aged 18 years and older who have obesity,2562.0,,65 or older,"(43.65595011300047, -71.50036091999965)",33,Age (years),65 or older
293,2015,NH,New Hampshire,30.7,30.7,Percent of adults aged 18 years and older who have obesity,1576.0,,55 - 64,"(43.65595011300047, -71.50036091999965)",33,Age (years),55 - 64
294,2015,NH,New Hampshire,31.7,31.7,Percent of adults aged 18 years and older who have obesity,564.0,,35 - 44,"(43.65595011300047, -71.50036091999965)",33,Age (years),35 - 44
295,2015,NH,New Hampshire,26.1,26.1,Percent of adults aged 18 years and older who have an overweight classification,198.0,,18 - 24,"(43.65595011300047, -71.50036091999965)",33,Age (years),18 - 24
296,2015,NH,New Hampshire,35.0,35.0,Percent of adults aged 18 years and older who have an overweight classification,564.0,,35 - 44,"(43.65595011300047, -71.50036091999965)",33,Age (years),35 - 44
297,2015,NH,New Hampshire,38.5,38.5,Percent of adults aged 18 years and older who have an overweight classification,1576.0,,55 - 64,"(43.65595011300047, -71.50036091999965)",33,Age (years),55 - 64
298,2015,NH,New Hampshire,40.3,40.3,Percent of adults aged 18 years and older who have an overweight classification,1066.0,,45 - 54,"(43.65595011300047, -71.50036091999965)",33,Age (years),45 - 54
299,2015,NH,New Hampshire,41.6,41.6,Percent of adults aged 18 years and older who have an overweight classification,2562.0,,65 or older,"(43.65595011300047, -71.50036091999965)",33,Age (years),65 or older
300,2015,NJ,New Jersey,10.7,10.7,Percent of adults aged 18 years and older who have obesity,533.0,,18 - 24,"(40.13057004800049, -74.27369128799967)",34,Age (years),18 - 24
301,2015,NJ,New Jersey,26.9,26.9,Percent of adults aged 18 years and older who have obesity,3193.0,,65 or older,"(40.13057004800049, -74.27369128799967)",34,Age (years),65 or older
302,2015,NJ,New Jersey,28.1,28.1,Percent of adults aged 18 years and older who have obesity,1294.0,,35 - 44,"(40.13057004800049, -74.27369128799967)",34,Age (years),35 - 44
303,2015,NJ,New Jersey,28.9,28.9,Percent of adults aged 18 years and older who have obesity,2271.0,,55 - 64,"(40.13057004800049, -74.27369128799967)",34,Age (years),55 - 64
304,2015,NJ,New Jersey,30.5,30.5,Percent of adults aged 18 years and older who have obesity,1979.0,,45 - 54,"(40.13057004800049, -74.27369128799967)",34,Age (years),45 - 54
305,2015,NJ,New Jersey,26.1,26.1,Percent of adults aged 18 years and older who have an overweight classification,533.0,,18 - 24,"(40.13057004800049, -74.27369128799967)",34,Age (years),18 - 24
306,2015,NJ,New Jersey,35.9,35.9,Percent of adults aged 18 years and older who have an overweight classification,1294.0,,35 - 44,"(40.13057004800049, -74.27369128799967)",34,Age (years),35 - 44
307,2015,NJ,New Jersey,37.9,37.9,Percent of adults aged 18 years and older who have an overweight classification,1979.0,,45 - 54,"(40.13057004800049, -74.27369128799967)",34,Age (years),45 - 54
308,2015,NJ,New Jersey,41.0,41.0,Percent of adults aged 18 years and older who have an overweight classification,3193.0,,65 or older,"(40.13057004800049, -74.27369128799967)",34,Age (years),65 or older
309,2015,NJ,New Jersey,43.6,43.6,Percent of adults aged 18 years and older who have an overweight classification,2271.0,,55 - 64,"(40.13057004800049, -74.27369128799967)",34,Age (years),55 - 64
310,2015,NM,New Mexico,21.7,21.7,Percent of adults aged 18 years and older who have obesity,296.0,,18 - 24,"(34.52088095200048, -106.24058098499967)",35,Age (years),18 - 24
311,2015,NM,New Mexico,22.3,22.3,Percent of adults aged 18 years and older who have obesity,2247.0,,65 or older,"(34.52088095200048, -106.24058098499967)",35,Age (years),65 or older
312,2015,NM,New Mexico,31.0,31.0,Percent of adults aged 18 years and older who have obesity,981.0,,45 - 54,"(34.52088095200048, -106.24058098499967)",35,Age (years),45 - 54
313,2015,NM,New Mexico,31.4,31.4,Percent of adults aged 18 years and older who have obesity,1484.0,,55 - 64,"(34.52088095200048, -106.24058098499967)",35,Age (years),55 - 64
314,2015,NM,New Mexico,38.4,38.4,Percent of adults aged 18 years and older who have obesity,673.0,,35 - 44,"(34.52088095200048, -106.24058098499967)",35,Age (years),35 - 44
315,2015,NM,New Mexico,25.0,25.0,Percent of adults aged 18 years and older who have an overweight classification,296.0,,18 - 24,"(34.52088095200048, -106.24058098499967)",35,Age (years),18 - 24
316,2015,NM,New Mexico,34.2,34.2,Percent of adults aged 18 years and older who have an overweight classification,673.0,,35 - 44,"(34.52088095200048, -106.24058098499967)",35,Age (years),35 - 44
317,2015,NM,New Mexico,38.8,38.8,Percent of adults aged 18 years and older who have an overweight classification,1484.0,,55 - 64,"(34.52088095200048, -106.24058098499967)",35,Age (years),55 - 64
